STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL,22700000,,
8035.T,2624.737467,2100,2419.61849,-430749.8535,-7.81,2015-01-23,2015-02-03,7,28.72548833,18.90505853,585.199553,27016893.55,19.0171522,
3738.T,907.8585205,5800,989.0489502,470904.4922,8.94,2015-01-09,2015-02-04,18,69.53829951,59.52489535,79.02486565,27487798.04,21.09162133,
7747.T,755.0830688,7400,759.8772583,35477.00195,0.63,2015-02-04,2015-02-05,1,58.46644822,57.54908656,229.1813252,27523275.04,21.24790768,
3861.T,339.8073425,16600,393.1586914,885632.3914,15.7,2015-01-20,2015-02-09,14,27.40736686,21.26518522,487.6223144,28408907.43,25.14937196,
7167.T,365.4952087,16500,366.2519226,12485.77881,0.21,2015-01-27,2015-02-09,9,39.55083889,25.48991893,472.6648248,28421393.21,25.20437539,
4684.T,3569.469971,1300,3740.085205,221799.8047,4.78,2015-01-30,2015-02-10,7,59.01637235,39.86486702,632.066255,28643193.02,26.18146704,
7419.T,363.8947144,30700,386.7323608,701115.7471,6.28,2015-02-06,2015-02-17,7,53.77183857,34.89207472,463.3462463,29344308.76,29.27008266,
1928.T,1107.141357,11300,1187.215576,904838.6719,7.23,2015-02-09,2015-02-24,9,38.01904724,27.40180192,346.0426298,30249147.44,33.25615611,
4544.T,4057.230469,1200,4167.083008,131823.0469,2.71,2015-02-12,2015-02-24,6,54.20394057,45.5999112,483.94605,30380970.48,33.83687438,
5105.T,1842.652344,6400,2072.984131,1474123.438,12.5,2015-02-17,2015-02-27,6,26.17009934,21.11465673,583.5796353,31855093.92,40.33081023,
9069.T,538.2824707,100,546.8391113,855.6640625,1.59,2015-02-16,2015-03-02,8,74.6861106,69.90679254,327.1745954,31855949.59,40.33457967,
9759.T,670.0671997,100,710.1176758,4005.047607,5.98,2015-02-18,2015-03-02,6,41.81930248,28.8694866,572.79928,31859954.63,40.35222305,
3659.T,549.6871948,100,560.3987427,1071.154785,1.95,2015-02-25,2015-03-10,9,44.19050232,39.63810514,289.5130755,31861025.79,40.3569418,
3402.T,843.3903809,21800,859.4467773,350029.4434,1.9,2015-02-24,2015-03-13,13,57.12564884,49.42538492,581.057654,32211055.23,41.89892172,
3436.T,1852.228638,10100,1861.211792,90729.8584,0.48,2015-03-13,2015-03-18,3,56.27133032,46.71694531,483.6137827,32301785.09,42.29861273,
5714.T,4134.931641,3200,4193.583496,187685.9375,1.42,2015-02-27,2015-03-19,14,46.34612429,38.73378739,469.0338873,32489471.03,43.12542303,
3626.T,638.3606567,100,643.0805664,471.9909668,0.74,2015-03-11,2015-03-19,6,76.21879254,69.26949226,352.0902633,32489943.02,43.12750228,
6432.T,1320.892334,100,1482.319092,16142.67578,12.22,2015-03-02,2015-03-23,15,48.33259031,34.58142617,113.1148603,32506085.69,43.19861539,
3038.T,250.8445282,100,260.5743103,972.9782104,3.88,2015-03-05,2015-03-25,14,11.01594055,8.054413095,0,32507058.67,43.20290164,
3861.T,416.9616394,32300,417.8235474,27839.62708,0.21,2015-03-20,2015-04-01,8,47.18353799,42.27828742,551.7817883,32534898.3,43.32554317,
8308.T,442.9476624,42500,438.3395691,-195843.9636,-1.04,2015-03-18,2015-04-08,12,19.75308853,14.88623487,594.8548751,32339054.34,42.46279443,
6005.T,1258.91272,100,1226.627563,-3228.515625,-2.56,2015-03-23,2015-04-13,12,41.46530367,30.588325,668.1344809,32335825.82,42.44857189,
3038.T,286.7228699,100,326.5539551,3983.108521,13.89,2015-04-03,2015-04-13,4,60.03488133,43.20155013,319.2828387,32339808.93,42.46611863,
8002.T,507.0009766,100,492.4602356,-1454.074097,-2.87,2015-03-25,2015-04-15,12,44.44082507,29.31912393,624.5543728,32338354.85,42.45971301,
7272.T,2138.071777,6300,2152.666016,91943.70117,0.68,2015-04-02,2015-04-21,10,35.98150278,25.84426955,579.7934648,32430298.56,42.86475134,
3861.T,441.8650208,200,442.6940308,165.802002,0.19,2015-04-16,2015-04-30,10,84.53662156,78.8073869,101.5000098,32430464.36,42.86548175,
5233.T,3066.903076,6000,3141.90918,450036.6211,2.45,2015-04-08,2015-05-01,16,17.47785916,13.28258473,661.4181847,32880500.98,44.84802193,
6952.T,1933.161255,3600,1951.866455,67338.7207,0.97,2015-04-21,2015-05-01,7,71.40144754,62.45521556,328.135566,32947839.7,45.14466828,
6268.T,2786.393799,100,2538.714111,-24767.96875,-8.89,2015-04-14,2015-05-11,18,28.04879471,23.11613854,588.4379659,32923071.73,45.03555828,
3349.T,7833.864746,800,7718.23584,-92503.125,-1.48,2015-04-22,2015-05-19,18,9.843791336,7.244487327,278.6889243,32830568.61,44.62805553,
2181.T,43.55584335,200,46.06765747,502.3628235,5.77,2015-05-13,2015-05-22,7,30.33713834,17.20208066,65.34737426,32831070.97,44.63026858,
4205.T,955.8401489,200,989.2432251,6680.615234,3.49,2015-05-11,2015-05-26,10,28.35293207,18.68816909,595.9573914,32837751.58,44.65969861,
8905.T,1881.912109,14000,1950.540405,960796.1426,3.65,2015-05-08,2015-05-27,12,11.24002743,7.253065619,466.635035,33798547.73,48.89228073,
8876.T,910.369873,100,933.2434692,2287.359619,2.51,2015-05-12,2015-05-28,11,8.804560762,5.256816477,620.5848833,33800835.09,48.90235721,
3880.T,1152.579224,1700,1348.68396,333378.0518,17.01,2015-05-22,2015-06-03,7,47.31394033,36.6182224,540.8569363,34134213.14,50.37098298,
6098.T,1222.168701,3400,1189.474243,-111161.1572,-2.68,2015-05-19,2015-06-09,14,28.43184521,24.49920575,578.4363265,34023051.98,49.88128626,
5019.T,1836.713623,15000,1937.748291,1515520.02,5.5,2015-05-27,2015-06-15,13,44.03366714,29.49538752,612.8961434,35538572,56.5575859,
1951.T,1124.827881,100,1154.57312,2974.523926,2.64,2015-05-28,2015-06-16,13,53.14798933,44.59254453,488.963193,35541546.52,56.57068953,
4816.T,1104.817017,2000,1156.375366,103116.6992,4.67,2015-06-04,2015-06-26,16,26.99107086,24.61680942,360.6935866,35644663.22,57.02494812,
2331.T,522.7341309,3900,532.776001,39163.29346,1.92,2015-06-12,2015-06-29,11,68.04999337,61.61789048,469.8206864,35683826.52,57.19747364,
3349.T,8061.607422,3600,8611.917969,1981117.969,6.83,2015-06-19,2015-07-01,7,37.26195287,28.16775041,576.6205498,37664944.48,65.92486557,
2502.T,3453.613525,600,3190.81958,-157676.3672,-7.61,2015-06-11,2015-07-02,14,61.47685378,44.48710871,451.1145141,37507268.12,65.23025603,
4732.T,1773.94104,100,1691.858521,-8208.251953,-4.63,2015-06-22,2015-07-13,14,10.30021478,7.328023684,634.4300572,37499059.87,65.19409633,
2371.T,1538.837524,23000,1713.29126,4012435.913,11.34,2015-07-01,2015-07-24,17,6.536893203,5.645986289,184.7781616,41511495.78,82.87002546,
6845.T,1399.545532,500,1325.426758,-37059.38721,-5.3,2015-07-02,2015-07-24,16,11.57894376,9.200227486,612.5935321,41474436.39,82.70676825,
6479.T,1798.489624,400,1637.98999,-64199.85352,-8.92,2015-07-03,2015-07-24,15,13.94741816,12.28444372,679.0125844,41410236.54,82.42394951,
3107.T,368.0788269,400,374.5647888,2594.384766,1.76,2015-07-13,2015-07-27,10,16.69995953,10.98567226,580.3782542,41412830.92,82.43537852,
5334.T,2477.05127,200,2353.010742,-24808.10547,-5.01,2015-07-07,2015-07-29,16,5.874568876,5.361665952,647.1026677,41388022.82,82.32609171,
7202.T,1245.421753,6700,1324.483887,529716.2964,6.35,2015-07-29,2015-08-07,7,62.87813844,55.84296612,40.65460819,41917739.11,84.65964367,
4816.T,1150.482788,7200,1291.899292,1018198.828,12.29,2015-07-30,2015-08-10,7,19.04509283,16.27587441,399.891391,42935937.94,89.14510107,
9064.T,2459.520508,3400,2503.359863,149053.8086,1.78,2015-07-31,2015-08-10,6,84.88732522,79.4721306,191.7542541,43084991.75,89.80172577,
9962.T,1472.757324,6100,1475.562622,17112.31689,0.19,2015-08-07,2015-08-13,4,26.71537766,23.09749899,475.4229819,43102104.07,89.87711043,
7701.T,1901.692017,9300,1747.945801,-1429839.807,-8.08,2015-08-10,2015-08-13,3,68.70003933,59.38966717,446.9369303,41672264.26,83.57825665,
6890.T,739.8101196,11500,839.6462402,1148115.387,13.49,2015-08-13,2015-08-17,2,30.00005541,26.44098734,438.2366729,42820379.65,88.63603369,
4523.T,7126.124023,1200,6383.47168,-891182.8125,-10.42,2015-08-05,2015-08-24,13,38.44596966,28.38851129,440.3984689,41929196.83,84.71011822,
1417.T,971.8502808,9200,872.2949219,-915909.3018,-10.24,2015-08-17,2015-08-24,5,10.20275612,9.218705782,367.6280106,41013287.53,80.67527548,
6753.T,1570.92627,4900,1580.113159,45015.75928,0.58,2015-08-06,2015-08-26,14,44.00001232,38.68463402,434.8632042,41058303.29,80.87358279,
7309.T,13597.65625,700,14539.24512,659112.207,6.92,2015-08-26,2015-09-07,7,10.22370785,4.41112061,624.3846812,41717415.5,83.77716079,
2802.T,2333.42749,3400,2123.225098,-714688.1348,-9.01,2015-08-28,2015-09-08,6,16.60961567,7.280819822,611.3381554,41002727.36,80.62875491,
9759.T,599.3684692,13200,602.2362061,37854.12598,0.48,2015-08-27,2015-09-09,8,15.19241191,9.049637328,621.7981933,41040581.49,80.79551317,
3360.T,1157.742676,6800,1177.726563,135890.4297,1.73,2015-09-03,2015-09-09,4,23.54431432,20.58398844,519.9497073,41176471.92,81.39414943,
2897.T,4736.599121,2600,4745.638672,23502.83203,0.19,2015-09-11,2015-09-16,3,12.07665195,8.095477807,599.3618015,41199974.75,81.49768613,
1719.T,534.0261841,29900,548.8395386,442919.2993,2.77,2015-09-16,2015-09-17,1,49.67321415,49.41176345,391.0706771,41642894.05,83.44887247,
4816.T,1280.114624,12800,1293.372681,169703.125,1.04,2015-09-17,2015-09-28,6,51.32148948,44.79842453,249.6263166,41812597.18,84.19646333,
6869.T,6180.335938,1400,5693.913086,-680991.9922,-7.87,2015-09-15,2015-09-29,9,11.24816491,9.654202016,410.2909722,41131605.18,81.19649861,
4042.T,894.9559937,18500,905.5921631,196769.1345,1.19,2015-09-09,2015-10-01,14,38.08274303,27.1259244,16.47044068,41328374.32,82.06332299,
8697.T,1519.811401,5800,1577.162354,332635.5225,3.77,2015-10-01,2015-10-14,9,37.5783509,23.26110343,26.02992837,41661009.84,83.52867772,
8194.T,3139.981201,2800,2806.885742,-932667.2852,-10.61,2015-10-02,2015-10-16,10,37.09301871,33.18786784,382.5682935,40728342.56,79.42001126,
7735.T,1171.93811,7300,1202.5271,223299.6216,2.61,2015-10-06,2015-10-19,9,52.77772136,42.77669582,433.4502579,40951642.18,80.40371003,
2264.T,2260.143555,2800,2241.953613,-50931.83594,-0.8,2015-09-30,2015-10-22,14,9.839981207,7.102611537,0.804490194,40900710.34,80.17934071,
4912.T,1034.322144,7700,1037.046143,20974.79248,0.26,2015-10-16,2015-10-22,3,83.1467772,74.86895589,148.0309457,40921685.13,80.27174068,
9719.T,1277.289917,6800,1291.609131,97370.6543,1.12,2015-10-20,2015-10-29,6,66.85232037,61.22183242,356.4095061,41019055.79,80.70068629,
4348.T,476.3757935,18300,480.9475403,83662.96692,0.96,2015-10-05,2015-10-30,18,28.32303536,22.12428812,280.9795191,41102718.76,81.06924562,
4980.T,1157.813843,7900,1059.176514,-779234.8999,-8.52,2015-10-15,2015-11-04,13,18.87852706,16.8567162,158.4106827,40323483.86,77.63649276,
7313.T,1358.283569,5200,1370.286011,62412.69531,0.88,2015-10-26,2015-11-04,7,52.13682801,47.62400625,444.2887466,40385896.55,77.91143855,
9682.T,1195.556763,7400,1084.342041,-822988.9404,-9.3,2015-10-29,2015-11-05,5,52.09117705,31.78433706,575.1876136,39562907.61,74.28593661,60.91379563
2782.T,2277.962402,3800,2059.436768,-830397.4121,-9.59,2015-10-30,2015-11-09,6,17.57287265,14.67588644,508.59423,38732510.2,70.62779823,
8308.T,468.6439819,15400,447.3059692,-328605.3955,-4.55,2015-10-23,2015-11-16,16,76.53729559,69.6213016,385.5079043,38403904.8,69.18019737,
2871.T,1488.489746,5400,1501.043335,67789.37988,0.84,2015-11-05,2015-11-24,13,64.77083608,51.62033998,503.0894209,38471694.18,69.478829,
3391.T,8706.041992,900,9872.439453,1049757.715,13.4,2015-11-04,2015-11-27,17,12.79508818,10.40704058,617.654145,39521451.9,74.10331232,
3549.T,5678.736816,1000,6271.670898,592934.082,10.44,2015-11-09,2015-12-01,16,20.69556348,11.83836441,597.6582238,40114385.98,76.71535674,
8572.T,559.6853027,5400,562.4111328,14719.48242,0.49,2015-11-17,2015-12-02,11,15.54161863,14.81925676,497.1146321,40129105.46,76.78020027,
8892.T,199.0060425,39200,202.7327271,146086.0352,1.87,2015-11-06,2015-12-04,20,16.31406942,9.042606627,595.0825198,40275191.5,77.42375109,
9715.T,2694.008301,5200,2434.646973,-1348678.906,-9.63,2015-11-24,2015-12-10,12,27.69220613,23.0143246,594.1945242,38926512.59,71.48243432,
2371.T,2030.953003,2200,2061.330322,66830.10254,1.5,2015-12-11,2015-12-16,3,81.44152783,79.21844374,173.1369387,38993342.69,71.77684006,
9433.T,2339.642334,6500,2342.714844,19971.31348,0.13,2015-12-01,2016-01-06,24,69.80732616,62.91185008,417.0698247,39013314.01,71.86481941,
8354.T,2212.629639,4900,2208.85376,-18501.80664,-0.17,2015-12-07,2016-01-06,20,12.36372865,11.29258801,482.513716,38994812.2,71.78331366,
8411.T,1793.333374,2400,1658.366577,-323920.3125,-7.53,2015-12-17,2016-01-07,13,24.80187132,13.66148546,657.5034051,38670891.89,70.35635193,
4503.T,1398.656372,3100,1371.664551,-83674.646,-1.93,2015-12-16,2016-01-08,15,28.21486789,18.93344942,672.746095,38587217.24,69.98774115,
6305.T,1550.741455,2700,1431.964233,-320698.4985,-7.66,2015-12-25,2016-01-12,11,23.29280921,18.44903939,410.3704617,38266518.74,68.57497244,
9989.T,3306.166992,800,2974.25708,-265527.9297,-10.04,2016-01-13,2016-01-21,6,45.23645884,34.918105,1.186300527,38000990.81,67.40524588,
8876.T,1254.389038,2400,1153.745117,-241545.4102,-8.02,2016-01-19,2016-01-21,2,69.08692676,66.52748431,403.1202922,37759445.4,66.34116918,
9517.T,448.2464294,5700,541.6820068,532582.7911,20.84,2016-01-22,2016-02-02,7,10.33209075,7.498527476,411.9179638,38292028.19,68.68734888,
2871.T,1495.66333,2400,1768.25415,654217.9688,18.23,2016-01-27,2016-02-02,4,32.74086426,20.0105871,464.0872673,38946246.16,71.56936636,
6723.T,827,9600,763,-614400,-7.74,2016-02-01,2016-02-04,3,63.62318841,55.93527894,16.9697836,38331846.16,68.86275843,
3769.T,2949.549561,1700,2725.954346,-380111.8652,-7.58,2016-01-29,2016-02-05,5,56.78572602,38.83273632,232.2381941,37951734.3,67.18825682,
4812.T,985.2295532,3000,907.2894897,-233820.1904,-7.91,2016-01-25,2016-02-09,9,30.11801278,19.86445805,688.3161175,37717914.11,66.15821193,
8002.T,408.0013123,14300,376.7483521,-446917.3309,-7.66,2016-02-08,2016-02-10,0,44.82953887,38.53789343,4.731426569,37270996.78,64.18941311,
6465.T,3629.623047,800,3972.965332,274673.8281,9.46,2016-02-18,2016-03-03,10,49.60002997,38.7010317,519.0419982,37545670.6,65.39942998,
6273.T,25391.89063,100,25368.48438,-2340.625,-0.09,2016-02-15,2016-03-09,17,35.24569845,20.88782232,40.51764036,37543329.98,65.38911885,
4452.T,5031.760254,800,5028.318848,-2753.125,-0.07,2016-02-22,2016-03-14,15,30.93322514,26.76466016,535.0775374,37540576.85,65.37699055,
2201.T,2818.799316,1700,2677.859375,-239597.9004,-5,2016-02-25,2016-03-17,15,45.40286018,42.15659489,568.8764446,37300978.95,64.32149319,
1959.T,2087.791016,3700,2056.270996,-116624.0723,-1.51,2016-02-26,2016-03-18,15,42.91660171,26.36109199,581.6473585,37184354.88,63.80773076,
3167.T,442.696106,41700,461.6012878,788346.0846,4.27,2016-03-03,2016-03-18,11,22.59261404,18.33483657,589.0661202,37972700.97,67.280621,
1951.T,984.9103394,2500,1017.491516,81452.94189,3.31,2016-03-10,2016-03-29,11,69.5809349,66.17972599,262.1675624,38054153.91,67.63944453,
4506.T,1173.091309,9300,1188.370972,142100.8667,1.3,2016-03-25,2016-03-29,1,52.80633537,52.17641809,482.1931373,38196254.78,68.26543954,
6005.T,1743.574341,1600,1891.08667,236019.7266,8.46,2016-03-14,2016-04-01,12,64.96866584,56.81774036,356.0687301,38432274.5,69.30517402,
3923.T,106.2225266,102300,106.7036057,49214.39209,0.45,2016-03-28,2016-04-05,5,32.6608605,22.47889939,508.3163582,38481488.89,69.52197751,
8113.T,2372.984863,5700,2182.391846,-1086380.2,-8.03,2016-03-29,2016-04-06,5,51.72716059,46.55292986,543.3540563,37395108.69,64.73616165,
6750.T,882.7879639,3500,903.7444458,73347.68677,2.37,2016-04-04,2016-04-08,4,85.08951128,73.93475975,337.2781042,37468456.38,65.05927921,
6383.T,610.4798584,17900,607.4474284,-54280.49723,-0.5,2016-03-22,2016-04-12,12,71.97742892,60.81545888,244.4435819,37414175.88,64.82015808,
6723.T,699,10900,600,-1079100,-14.16,2016-04-14,2016-04-18,2,24.81092437,15.38053221,553.9031552,36335075.88,60.06641358,
9508.T,919.8247681,8500,945.234436,215982.1777,2.76,2016-04-07,2016-04-19,8,32.39263492,22.6366827,7.871676758,36551058.06,61.01787692,
5021.T,990.7451172,6300,1032.706299,264355.4443,4.24,2016-04-08,2016-04-19,7,36.72090357,16.99306052,534.2710986,36815413.51,62.18243835,
4816.T,1432.458496,5500,1438.427124,32827.45361,0.42,2016-04-13,2016-04-20,5,33.86353746,25.85923601,649.7717863,36848240.96,62.32705268,
6890.T,942.321106,8300,946.6238403,35712.69531,0.46,2016-04-12,2016-04-26,10,19.40641215,12.76356397,646.0285717,36883953.65,62.48437733,
3659.T,863.0664063,8100,788.6556396,-602727.2095,-8.62,2016-04-21,2016-05-02,6,19.72452413,18.57169225,565.5706368,36281226.45,59.82919139,
4348.T,825.5651855,5800,829.7370605,24196.875,0.51,2016-05-09,2016-05-12,3,62.32775819,59.35579872,388.7443422,36305423.32,59.93578555,
3148.T,2495.584961,8800,2420.318604,-662343.9453,-3.02,2016-04-20,2016-05-17,18,23.6637194,19.12584117,651.6724025,35643079.37,57.01797081,
1407.T,401.7378082,100,408.4640228,672.62146,1.67,2016-04-22,2016-05-18,17,36.49487531,29.84618334,12.63163094,35643752,57.0209339,
6750.T,872.746521,5300,885.4075317,67103.35693,1.45,2016-05-11,2016-05-25,10,34.50640486,21.0507861,575.1518415,35710855.35,57.31654341,
3549.T,5958.577148,800,6316.967773,286712.5,6.01,2016-05-10,2016-05-27,13,26.37851461,17.79531225,468.8633174,35997567.85,58.57959407,
8850.T,1853.416504,2600,1965.445313,291274.9023,6.04,2016-05-12,2016-06-01,14,19.2256679,11.17041413,515.5170866,36288842.76,59.86274342,
6005.T,1974.991699,10800,2171.384277,2121039.844,9.94,2016-05-17,2016-06-03,13,46.97381917,29.07511442,507.3973754,38409882.6,69.20653127,
4912.T,1491.296265,19100,1511.362305,383261.3647,1.35,2016-06-03,2016-06-07,2,75.58979199,74.63422097,258.0172143,38793143.96,70.89490733,
8053.T,801.2272339,100,761.0582275,-4016.900635,-5.01,2016-05-19,2016-06-09,14,29.9115311,29.71791598,554.5920422,38789127.06,70.87721173,
2413.T,1626.376831,17800,1641.028809,260805.2002,0.9,2016-06-07,2016-06-13,3,74.20847383,71.83104538,288.9536883,39049932.26,72.02613332,
3861.T,374.6121826,12500,344.1695862,-380532.4554,-8.13,2016-05-25,2016-06-14,13,20.2857226,10.76974041,539.6516662,38669399.81,70.34977889,
5020.T,317.0606079,15900,295.9671326,-335386.2579,-6.65,2016-05-27,2016-06-17,14,11.35572727,8.163450167,629.1892178,38334013.55,68.87230639,
7186.T,351.4310913,14600,325.0010071,-385879.2297,-7.52,2016-06-17,2016-06-24,5,6.595271287,5.831429008,84.80133889,37948134.32,67.17239789,
4182.T,867.8379517,7100,797.2181396,-501400.6653,-8.14,2016-06-21,2016-07-07,11,10.60396372,7.50039738,564.8512364,37446733.66,64.96358438,
4553.T,1576.677734,3400,1450.543335,-428856.958,-8,2016-06-28,2016-07-07,6,28.1760817,22.930648,580.5593126,37017876.7,63.07434668,
1942.T,671.7850952,8300,713.4075928,345466.7297,6.2,2016-06-20,2016-07-12,15,14.57163995,7.792571898,583.3897419,37363343.43,64.59622655,
2809.T,2959.706055,4000,2977.590088,71536.13281,0.6,2016-07-12,2016-07-14,2,68.04406883,64.19796046,266.7704135,37434879.56,64.9113637,
4816.T,1521.987183,2100,1447.379883,-156675.3296,-4.9,2016-06-27,2016-07-19,15,38.35451563,35.44397822,547.2609423,37278204.23,64.22116401,
6098.T,1187.612793,3000,1247.625122,180036.9873,5.05,2016-07-11,2016-07-22,9,72.5925485,68.2222928,30.71509753,37458241.22,65.01427849,
5393.T,1272.252441,5700,1321.924927,283133.1665,3.9,2016-06-23,2016-07-26,22,18.2056678,11.36316409,657.9901169,37741374.38,66.26156116,
4967.T,4292.745117,700,4573.622559,196614.209,6.54,2016-07-19,2016-07-29,8,71.15790954,63.45265016,253.6977256,37937988.59,67.12770305,
6645.T,3197.751465,3500,2951.770752,-860932.4951,-7.69,2016-07-13,2016-08-03,15,24.57140468,11.61986605,411.755098,37077056.1,63.33504889,
4042.T,772.2540894,15800,892.4852295,1899652.014,15.57,2016-07-14,2016-08-04,15,28.20514727,14.06918091,205.2401272,38976708.11,71.70355996,
2782.T,3698.090088,800,3179.293457,-415037.3047,-14.03,2016-07-29,2016-08-04,4,36.58824178,23.360837,604.7464534,38561670.81,69.87520179,
3141.T,1535.948853,4500,1552.263794,73417.23633,1.06,2016-08-04,2016-08-10,4,42.05132689,40.57490167,565.3366691,38635088.04,70.19862574,
4689.T,405.7828064,27900,377.3690796,-792742.9779,-7,2016-07-27,2016-08-18,16,49.83005896,44.3715386,68.53936672,37842345.07,66.70636593,
8282.T,711.0471802,9700,651.0501099,-581971.582,-8.44,2016-08-12,2016-08-19,5,13.42767933,7.462072493,669.7670062,37260373.48,64.14261447,
4912.T,1306.410522,5200,1320.133423,71359.08203,1.05,2016-08-08,2016-08-23,11,10.62274462,7.805346875,629.7913667,37331732.57,64.45697165,
9107.T,670.0426636,10100,664.9472046,-51464.13574,-0.76,2016-08-09,2016-08-31,16,44.1378911,33.83616595,573.3094976,37280268.43,64.2302574,
8304.T,2434.541992,2400,2552.453613,282987.8906,4.84,2016-08-19,2016-09-08,14,14.57683241,11.55330833,660.2951139,37563256.32,65.47690009,
