STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL,22700000,,
3861.T,266.7459106,100,270.657196,391.12854,1.47,2013-03-15,2013-03-18,1,56.83244092,55.55933459,433.4388013,19153492.96,-15.62337903,
4613.T,879.7167969,2800,930.9968872,143584.2529,5.83,2013-02-20,2013-03-19,19,25.34594788,17.16453502,662.407914,19297077.21,-14.99084929,
4091.T,578.8548584,9800,590.7549438,116620.8374,2.06,2013-03-06,2013-03-19,9,51.69461121,46.47108746,607.2192718,19413698.05,-14.4771011,
2379.T,41.92185974,80900,49.10845947,581395.9183,17.14,2013-02-28,2013-03-22,16,18.4884956,15.34195042,587.3957576,19995093.97,-11.9158856,
5929.T,364.4461975,20800,368.274353,79625.63477,1.05,2013-03-14,2013-03-27,9,81.94385042,74.15083758,159.6465315,20074719.6,-11.56511188,
2146.T,294.003479,28600,262.208252,-909343.4937,-10.81,2013-03-19,2013-04-01,7,60.1738448,51.00585748,301.7549929,19165376.11,-15.57103036,
2282.T,2499.728516,1500,2509.442871,14571.5332,0.39,2013-03-25,2013-04-08,7,68.68838559,68.44703243,374.9404098,19179947.64,-15.50683858,
3038.T,70.06446075,200,68.70487213,-271.9177246,-1.94,2013-03-21,2013-04-11,12,53.02743175,42.38409579,171.0841929,19179675.72,-15.50803646,
8113.T,1709.566162,4600,1888.869873,824797.0703,10.49,2013-03-27,2013-04-15,10,54.00929929,42.38396994,395.3650811,20004472.79,-11.87456919,
6890.T,291.0683289,13000,301.0764771,130105.9265,3.44,2013-04-03,2013-04-15,7,18.5024326,16.0661897,282.7647847,20134578.72,-11.30141532,
4452.T,2638.241211,1400,2720.174561,114706.6895,3.11,2013-04-08,2013-04-18,8,55.55149897,35.32819839,607.0181431,20249285.41,-10.79609951,
4974.T,1278.089722,2900,1800.858643,1516029.871,40.9,2013-04-04,2013-04-24,14,30.82526209,24.46779135,537.5657987,21765315.28,-4.117553827,
2379.T,71.86605072,100,82.13261414,1026.656342,14.29,2013-04-23,2013-04-26,3,71.46794839,63.62065339,317.2594283,21766341.94,-4.113031111,
4686.T,551.7059937,200,595.2619629,8711.193848,7.89,2013-04-11,2013-05-01,13,27.47535534,23.14970685,631.4632228,21775053.13,-4.074655808,
4612.T,191.2460327,19900,207.4839325,323134.2056,8.49,2013-04-19,2013-05-01,7,77.41574573,71.80076404,284.2295491,22098187.34,-2.651157105,
8194.T,1162.893188,100,1167.171509,427.8320313,0.37,2013-04-30,2013-05-02,1,43.02748883,42.82566901,455.8665589,22098615.17,-2.649272382,
7649.T,3186.304443,1600,3306.963623,193054.6875,3.79,2013-04-24,2013-05-09,10,57.40381337,51.52866155,435.7933634,22291669.86,-1.798811204,
7453.T,711.5645752,17700,651.2498169,-1067571.222,-8.48,2013-04-17,2013-05-10,16,89.88719179,84.42770535,80.26895092,21224098.63,-6.501768129,
9509.T,1135.42688,400,1165.19458,11907.08008,2.62,2013-05-08,2013-05-14,4,55.9018708,49.51449042,549.6628238,21236005.71,-6.449314031,
3769.T,608.6075439,9300,536.7597656,-668184.3384,-11.81,2013-05-10,2013-05-16,4,68.75202089,51.03524814,397.0690564,20567821.38,-9.392857372,
7309.T,7691.584473,500,7908.758301,108586.9141,2.82,2013-05-07,2013-05-17,7,70.87749984,69.03076435,342.6304857,20676408.29,-8.914500923,
6702.T,3650.440674,900,4154.549805,453698.2178,13.81,2013-05-14,2013-05-21,4,46.66669329,31.46105815,565.3290549,21130106.51,-6.91583036,
8424.T,3404.891357,1300,3142.976807,-340488.916,-7.69,2013-05-20,2013-05-22,2,47.38516007,41.93939807,535.0078956,20789617.59,-8.415781532,
2897.T,3796.854492,700,3489.950684,-214832.666,-8.08,2013-05-15,2013-05-23,5,25.57426967,21.25521232,535.8654807,20574784.93,-9.362180941,
8020.T,487.8542786,8100,446.9155273,-331603.8849,-8.39,2013-05-22,2013-05-24,2,38.36024731,20.8604703,497.8456798,20243181.04,-10.82299101,
6055.T,62.6929245,17800,63.57660675,15729.54407,1.41,2013-05-24,2013-05-27,1,35.54583566,33.03535323,421.1098411,20258910.59,-10.75369786,
6750.T,272.8635254,12300,274.7380981,23057.24487,0.69,2013-05-28,2013-05-29,1,26.02992166,23.92248513,459.2529608,20281967.83,-10.6521241,
4536.T,762.3289795,8800,694.6763916,-595342.7734,-8.87,2013-05-29,2013-05-31,2,24.6722653,15.84401092,466.5184959,19686625.06,-13.27477948,
6005.T,716.7668457,7900,656.6413574,-474991.3574,-8.39,2013-05-13,2013-06-03,14,32.96157427,23.96151486,364.4993823,19211633.7,-15.36725243,
2811.T,1626.206909,2800,1489.406006,-383042.5293,-8.41,2013-05-17,2013-06-03,11,27.70384765,23.28904322,569.8131367,18828591.17,-17.05466445,
3769.T,495.4704285,2700,449.5158386,-124077.3926,-9.27,2013-06-04,2013-06-06,2,16.20265244,14.26620685,458.3060408,18704513.78,-17.60126089,
6965.T,1599.693237,900,1463.934937,-122182.4707,-8.49,2013-06-10,2013-06-13,2,17.80561257,11.61322195,661.2166258,18582331.31,-18.13950966,
6367.T,3880.330078,400,3554.36499,-130386.0352,-8.4,2013-06-14,2013-06-24,6,26.48645917,21.14839462,649.8006846,18451945.27,-18.71389748,
7177.T,299.9425964,5200,276.9237976,-119697.7539,-7.67,2013-06-17,2013-06-26,7,8.870632946,8.492811948,523.3930338,18332247.52,-19.24120036,
8876.T,401.3249207,7900,409.7598572,66635.99854,2.1,2013-05-31,2013-06-27,18,13.85099743,11.15108534,638.919559,18398883.52,-18.94764971,
6752.T,584.0648804,5900,663.7463989,470120.9595,13.64,2013-06-21,2013-07-02,6,13.98751498,11.5711833,575.5124188,18869004.48,-16.87663226,
7202.T,1003.246277,4300,1146.567139,616279.7058,14.29,2013-06-28,2013-07-05,4,13.96106572,11.29137277,716.6309124,19485284.18,-14.16174369,
2702.T,2535.67041,1900,2556.686768,39931.0791,0.83,2013-07-05,2013-07-08,1,60.59773325,58.88994755,327.8188321,19525215.26,-13.98583586,
4307.T,766.6737671,10300,783.3148193,171402.8381,2.17,2013-07-02,2013-07-09,5,81.12038916,71.66527942,235.0310512,19696618.1,-13.23075727,
6479.T,320.2749023,6400,334.2760315,89607.22656,4.37,2013-06-19,2013-07-10,14,28.44442767,25.42223036,655.7764514,19786225.33,-12.83601178,
5344.T,3046.853027,1500,3111.19043,96506.10352,2.11,2013-07-01,2013-07-10,7,20.00649844,18.28414678,269.4647593,19882731.43,-12.41087476,
7419.T,124.9246216,100,130.0444489,511.9827271,4.1,2013-07-03,2013-07-19,12,43.76492755,36.23188903,20.34101522,19883243.41,-12.40861933,
4206.T,1540.581177,9700,1569.196655,277570.1416,1.86,2013-07-12,2013-07-22,6,78.16329018,73.89835237,136.1110727,20160813.55,-11.18584338,
9602.T,2084.233643,2300,1910.241943,-400180.9082,-8.35,2013-07-16,2013-07-26,8,93.85235175,90.37605249,107.8386333,19760632.65,-12.94875487,
3774.T,779.6387939,100,716.4248047,-6321.398926,-8.11,2013-07-17,2013-07-29,8,25.55269537,19.64567399,320.2967117,19754311.25,-12.97660244,
4188.T,360.1199036,100,324.5349426,-3558.496094,-9.88,2013-07-18,2013-07-29,7,88.94437528,84.652069,94.00271245,19750752.75,-12.99227863,
1928.T,973.2759399,15600,889.9362183,-1300099.658,-8.56,2013-07-22,2013-07-29,5,47.67815358,43.59663314,501.0622495,18450653.09,-18.7195899,
9759.T,385.8381348,100,349.6875305,-3615.060425,-9.37,2013-07-23,2013-08-01,7,83.85965606,80.46109867,188.1234404,18447038.03,-18.73551528,
6976.T,1192.380127,1300,1240.779053,62918.60352,4.06,2013-07-30,2013-08-02,3,19.94680003,17.07664891,321.4084675,18509956.63,-18.45834082,
6724.T,518.4924316,7200,479.2511597,-282537.1582,-7.57,2013-08-02,2013-08-12,6,42.45908037,21.54656916,657.1397782,18227419.48,-19.7029979,
2491.T,732.9063721,5100,663.7722778,-352583.8806,-9.43,2013-08-09,2013-08-12,1,71.45477728,70.49935647,194.0906309,17874835.6,-21.25623085,
2384.T,299.9777832,7900,329.414856,232552.8748,9.81,2013-08-13,2013-08-22,7,39.51523154,16.33524845,282.4008225,18107388.47,-20.23176885,
2412.T,190.0379333,16000,192.2160034,34849.12109,1.15,2013-08-19,2013-08-26,5,55.46522729,48.32365983,460.9764199,18142237.59,-20.07824849,
3038.T,75.3819809,49000,74.86836243,-25167.30499,-0.68,2013-08-06,2013-08-27,15,24.55785009,16.37731763,643.6296738,18117070.29,-20.18911768,
9715.T,1236.711914,2200,1239.915894,7048.754883,0.26,2013-08-14,2013-08-27,9,13.5234868,12.50505009,616.6144505,18124119.04,-20.15806589,
4848.T,200.1505127,17300,221.5406647,370049.6292,10.69,2013-08-29,2013-09-03,3,6.754184001,6.240962756,434.9834711,18494168.67,-18.52789132,
5706.T,1821.726929,4000,2002.394287,722669.4336,9.92,2013-09-03,2013-09-18,11,45.2991946,36.13636869,422.197258,19216838.1,-15.34432553,
3635.T,199.7601318,17300,210.3182678,182655.7526,5.29,2013-09-02,2013-09-24,15,29.72834384,26.46265892,176.4159546,19399493.86,-14.53967464,
7988.T,966.3204956,3500,1073.670288,375724.2737,11.11,2013-09-04,2013-09-26,15,19.78957862,15.78121651,736.704795,19775218.13,-12.88450163,
6841.T,1107.971313,3900,1203.875,374024.3774,8.66,2013-08-23,2013-09-30,25,21.33330586,16.67688488,374.9322862,20149242.51,-11.23681714,
2412.T,191.1269836,100,238.7181244,4759.114075,24.9,2013-09-09,2013-09-30,14,45.91310247,37.15982697,167.6544901,20154001.62,-11.21585188,
3088.T,327.2506104,24500,349.2401428,538743.5455,6.72,2013-09-18,2013-10-16,17,17.89879407,10.25615134,461.7390285,20692745.17,-8.8425323,
6670.T,94.16980743,200,118.6539764,4896.833801,26,2013-10-10,2013-10-16,3,63.81764922,58.02277053,217.4997045,20697642,-8.820960344,
2413.T,656.7991943,11200,644.958374,-132617.1875,-1.8,2013-09-26,2013-10-18,14,39.63639903,27.50910558,412.2470828,20565024.81,-9.40517703,
8410.T,243.8016052,100,254.7836609,1098.205566,4.5,2013-10-09,2013-10-18,6,69.81233022,55.3659409,281.0031223,20566123.02,-9.40033912,
6724.T,612.1439209,7700,657.1758423,346745.7947,7.36,2013-10-08,2013-10-21,8,74.4998062,72.79073827,318.8113882,20912868.81,-7.872824606,
4816.T,748.899292,8800,751.8179321,25684.0332,0.39,2013-10-21,2013-10-31,8,44.04678638,36.61668303,384.7413761,20938552.85,-7.759679085,
6856.T,2839.218506,900,2884.026123,40326.85547,1.58,2013-10-18,2013-11-06,13,32.4211914,29.93774141,606.1349369,20978879.7,-7.582027739,
2412.T,205.8290405,32200,207.3536835,49093.50281,0.74,2013-11-05,2013-11-07,2,10.41142596,8.440852079,676.435349,21027973.21,-7.365756802,47.67357104
1407.T,997.4648315,3200,911.145752,-276221.0547,-8.65,2013-10-24,2013-11-08,11,83.19038696,74.46337685,154.4187601,20751752.15,-8.582589642,
3088.T,349.7790833,100,350.3180237,53.89404297,0.15,2013-10-30,2013-11-13,10,52.93445421,47.10672487,475.0784588,20751806.05,-8.582352223,
4613.T,1149.579346,7400,1219.304565,515966.626,6.07,2013-10-17,2013-11-20,24,39.69714472,33.63984154,653.8199869,21267772.67,-6.309371492,
4751.T,383.9562988,6700,444.7015381,406993.103,15.82,2013-11-06,2013-11-25,13,67.35191352,52.53423833,368.7173198,21674765.77,-4.516450333,
6857.T,167.0504456,100,178.159668,1110.922241,6.65,2013-11-14,2013-12-02,12,41.7910629,28.15785447,465.6314743,21675876.7,-4.511556403,
9432.T,0.004633894,1023034800,0.004486097,-151201.1691,-3.19,2013-11-12,2013-12-03,15,49.32660768,29.38942777,635.73379,21524675.53,-5.177640848,
2331.T,202.4948425,15000,205.581665,46302.33765,1.52,2013-11-25,2013-12-04,7,37.45468082,22.97514685,454.7170506,21570977.87,-4.973665792,
5105.T,856.5595093,5700,871.3277588,84179.02222,1.72,2013-11-11,2013-12-05,18,27.09097077,16.90630752,539.3932584,21655156.89,-4.602833095,
2784.T,1107.978027,8100,1066.63562,-334873.4985,-3.73,2013-11-21,2013-12-12,15,38.91912823,27.72295199,620.3188316,21320283.39,-6.078046745,
3092.T,802.6262817,8600,740.6168823,-533280.835,-7.73,2013-12-06,2013-12-13,5,33.36169758,24.38631941,344.0909347,20787002.55,-8.427301525,
4739.T,786.4291382,3000,788.4404907,6034.057617,0.26,2013-12-03,2013-12-16,9,28.6401518,26.94034977,509.6578795,20793036.61,-8.400719773,
4552.T,421.4270935,8000,382.0939636,-314665.0391,-9.33,2013-12-09,2013-12-20,9,42.79780591,31.2047783,489.2373691,20478371.57,-9.786909372,
6954.T,3419.884375,1300,3644.826563,292424.8438,6.58,2013-12-18,2013-12-27,5,74.28582279,64.03694453,393.6468287,20770796.42,-8.498694202,
5334.T,1736.075806,2600,1812.874023,199675.3662,4.42,2013-12-17,2014-01-14,17,38.19194765,33.79213029,493.0501643,20970471.78,-7.619067038,
4812.T,453.2297058,9400,463.5304565,96827.05688,2.27,2013-12-19,2014-01-16,17,23.73200674,18.32443118,571.5402609,21067298.84,-7.192516126,
9682.T,719.0513306,5100,780.4676514,313223.2361,8.54,2013-12-26,2014-01-16,14,37.77607675,29.44516823,609.3551311,21380522.08,-5.812678082,
8282.T,582.9859619,7000,563.0415649,-139610.7788,-3.42,2013-12-30,2014-01-22,16,14.42565594,10.1459857,675.0253709,21240911.3,-6.427703539,
8111.T,522.6702271,8000,538.3389893,125350.0977,3,2013-12-27,2014-01-23,18,18.93937519,11.52303182,597.3566984,21366261.39,-5.875500466,
4912.T,518.1974487,16200,474.6439514,-705566.6565,-8.4,2014-01-17,2014-01-28,7,39.36366684,30.07862368,165.0167627,20660694.74,-8.983723622,
3186.T,89.12454224,100,90.07437134,94.98291016,1.07,2014-01-21,2014-01-28,5,73.93238187,65.46441515,43.58852932,20660789.72,-8.983305195,
2782.T,1955.966797,2400,1759.496826,-471527.9297,-10.04,2014-01-15,2014-02-03,11,81.70026243,76.2295299,29.9753764,20189261.79,-11.06052074,
2801.T,1781.82605,2200,1613.449707,-370427.9541,-9.45,2014-01-22,2014-02-04,7,32.12434562,27.05167453,510.8426677,19818833.84,-12.69236195,
3880.T,761.1351318,3500,857.9903564,338993.2861,12.73,2014-02-05,2014-02-13,6,10.07004998,9.865416416,632.2607233,20157827.12,-11.19899946,
7282.T,1755.027344,2300,1693.075928,-142488.2568,-3.53,2014-01-29,2014-02-20,14,12.30626124,9.100027762,227.2272777,20015338.87,-11.82670103,
5344.T,3357.658203,1400,3865.694336,711250.5859,15.13,2014-02-10,2014-02-28,14,40.76336803,26.8086026,679.6897054,20726589.45,-8.693438537,
9613.T,723.24823,5400,743.5841675,109814.0625,2.81,2014-02-21,2014-02-28,5,87.92158098,81.28637861,67.88619643,20836403.51,-8.209676147,
6506.T,1256.250244,2700,1303.605347,127858.7769,3.77,2014-02-07,2014-03-03,16,11.28239904,6.65043326,693.958288,20964262.29,-7.646421624,
7735.T,917.0718384,3200,974.7375488,184530.2734,6.29,2014-02-06,2014-03-04,18,13.02976577,7.246734054,629.3143287,21148792.56,-6.83351293,
5857.T,593.2785645,8500,582.135437,-94716.58325,-1.88,2014-02-17,2014-03-10,15,14.00248387,11.00249834,559.542961,21054075.98,-7.250766601,
3038.T,77.52327728,51300,77.79633331,14007.77435,0.35,2014-03-05,2014-03-12,5,64.49804201,54.47463935,341.8460269,21068083.76,-7.189058344,
7550.T,1004.435608,2500,928.2433472,-190480.6519,-7.59,2014-03-11,2014-03-14,3,15.65719302,12.6138525,412.8472631,20877603.1,-8.028180158,
6754.T,961.0856323,12600,873.9343872,-1098105.688,-9.07,2014-03-04,2014-03-17,9,89.16958511,85.37383672,3.692271095,19779497.42,-12.86565015,
9432.T,0.005164228,224000,0.004733006,-96.5937078,-8.35,2014-03-07,2014-03-25,12,85.12585412,81.3789978,83.85359774,19779400.82,-12.86607567,
3254.T,541.5479126,6100,554.5418701,79263.14087,2.4,2014-03-18,2014-03-31,9,14.00355473,10.97882267,151.3436736,19858663.96,-12.51689884,
2702.T,2501.739502,800,2561.810791,48057.03125,2.4,2014-03-27,2014-04-07,7,37.92587204,27.45607894,613.8200527,19906720.99,-12.30519386,
9613.T,715.5982666,13300,654.9996948,-805961.0046,-8.47,2014-03-31,2014-04-11,9,30.89555057,20.29763294,620.1932977,19100759.99,-15.85568287,
4202.T,660.9468384,5600,631.8114014,-163158.4473,-4.41,2014-03-24,2014-04-14,15,39.54027141,27.33938993,646.4781002,18937601.54,-16.57444255,
3402.T,574.968811,2500,564.0569458,-27279.66309,-1.9,2014-03-26,2014-04-16,15,33.6313728,18.13844029,600.4511365,18910321.88,-16.69461727,
2264.T,1581.333496,1300,1693.32605,145590.3198,7.08,2014-04-10,2014-04-21,5,51.15567843,42.85567861,28.16268298,19055912.2,-16.05325023,
4704.T,2417.699951,1300,2432.858154,19705.66406,0.63,2014-03-28,2014-04-25,18,22.3713468,18.38145845,581.4318822,19075617.86,-15.96644113,
3769.T,839.6358643,4900,748.9598999,-444312.2253,-10.8,2014-04-15,2014-04-30,9,6.423902391,4.621672485,363.0491567,18631305.64,-17.92376371,
4521.T,2550.434814,700,2817.682129,187073.1201,10.48,2014-04-16,2014-05-01,8,80.72884722,69.80899079,400.9326829,18818378.76,-17.09965305,
2670.T,797.5087891,4000,863.8939819,265540.7715,8.32,2014-04-25,2014-05-13,10,30.19226656,18.19230524,478.6274704,19083919.53,-15.92986992,
3880.T,1034.643921,2600,1001.623413,-85853.32031,-3.19,2014-04-18,2014-05-14,15,33.418829,25.35628593,557.6203824,18998066.21,-16.30807837,
3360.T,1607.97998,1700,1472.874268,-229679.7119,-8.4,2014-05-08,2014-05-15,5,25.24961449,16.73065088,653.6714716,18768386.5,-17.31988327,
6465.T,1882.711548,1800,1887.024536,7763.378906,0.23,2014-05-13,2014-05-19,4,70.33067975,68.07766774,388.0997436,18776149.88,-17.28568337,
6586.T,2425.140869,1200,2447.390381,26699.41406,0.92,2014-05-01,2014-05-22,14,30.37037491,21.88420323,572.9470499,18802849.29,-17.1680648,
5947.T,2784.492188,2600,2934.058594,388872.6563,5.37,2014-04-23,2014-05-26,21,44.7182028,38.37937146,482.8192531,19191721.95,-15.4549694,
5020.T,346.4335022,8700,364.2344971,154868.6554,5.14,2014-05-20,2014-06-02,8,59.64290202,58.5271303,396.0382049,19346590.6,-14.77272863,
1802.T,491.5231323,15500,528.4449463,572288.1165,7.51,2014-05-26,2014-06-06,8,46.13323921,31.09848587,585.963786,19918878.72,-12.2516356,
1911.T,824.5379639,3200,884.7006836,192520.7031,7.3,2014-05-14,2014-06-10,18,64.44427451,42.56761779,475.0909676,20111399.42,-11.40352678,
2897.T,4207.907715,1400,4444.406738,331098.6328,5.62,2014-05-22,2014-06-10,12,27.34698599,19.13728321,547.4955324,20442498.05,-9.944942493,
2502.T,2536.006836,3200,2549.180908,42157.03125,0.52,2014-06-06,2014-06-13,5,84.3064385,76.10714991,207.854593,20484655.09,-9.759228699,
4912.T,530.6412964,17400,531.5302124,15467.13867,0.17,2014-06-11,2014-06-16,3,89.70896523,83.87804302,131.7744761,20500122.22,-9.691091525,
6849.T,2040.178345,1500,2199.153564,238462.8296,7.79,2014-06-02,2014-06-19,13,71.9861976,66.1582607,310.3262613,20738585.05,-8.640594478,
1928.T,942.8378906,9800,974.6427002,311687.1338,3.37,2014-06-17,2014-06-26,7,71.57146879,70.48968949,341.6913489,21050272.19,-7.267523404,
3038.T,94.5146637,100,96.4868927,197.2229004,2.09,2014-05-29,2014-06-27,20,16.6803232,8.207555877,345.4753245,21050469.41,-7.266654581,
9697.T,385.4437561,100,379.8105164,-563.3239746,-1.46,2014-06-18,2014-07-09,14,64.31783794,56.94650332,114.9762394,21049906.09,-7.269136184,
9509.T,648.9368286,12500,726.3329468,967451.4771,11.93,2014-06-13,2014-07-10,18,47.11394289,39.08151782,444.0620053,22017357.56,-3.007235404,
4967.T,2990.473145,1100,2908.040527,-90675.87891,-2.76,2014-06-19,2014-07-10,14,19.72618809,13.33874304,600.5458966,21926681.68,-3.406688615,
2181.T,33.1710434,300,30.47619629,-808.4541321,-8.12,2014-07-01,2014-07-10,7,69.91285705,64.62407246,387.3406546,21925873.23,-3.410250087,
4536.T,957.9520264,10000,1015.294189,573421.6309,5.99,2014-06-26,2014-07-22,17,39.67230313,32.28250452,561.4754727,22499294.86,-0.884163608,
2371.T,1481.353882,1600,1488.240112,11017.96875,0.46,2014-07-15,2014-07-24,7,14.06368838,9.646138186,660.3589609,22510312.83,-0.8356263,
8698.T,276.460022,9500,251.8329163,-233957.5043,-8.91,2014-07-16,2014-08-05,14,12.29949192,8.076220329,649.8539779,22276355.33,-1.866276099,
8850.T,1308.318237,1800,1349.60022,74307.56836,3.16,2014-07-25,2014-08-05,7,44.01023445,31.81276672,734.427303,22350662.89,-1.538929983,
2670.T,977.1917725,2200,1000.205261,50629.67529,2.36,2014-07-14,2014-08-07,18,39.38883346,29.86330182,563.9246068,22401292.57,-1.315891766,
2412.T,191.056366,62100,203.5408173,775284.4254,6.53,2014-07-22,2014-08-08,13,38.46147077,28.66063586,620.2395606,23176576.99,2.099458126,
2413.T,806.9944458,4300,827.3755493,87638.74512,2.53,2014-07-17,2014-08-11,17,39.354673,26.3752952,654.3147796,23264215.74,2.485531893,
7272.T,1372.818848,3500,1384.373535,40441.40625,0.84,2014-08-07,2014-08-18,7,53.7601207,25.36606709,532.3882447,23304657.15,2.663687868,
2317.T,41.10476685,200,41.26145935,31.33850098,0.38,2014-08-14,2014-08-21,5,53.15080795,48.65770677,460.3993742,23304688.48,2.663825923,
8279.T,2752.978271,5100,2970.677002,1110263.525,7.91,2014-08-11,2014-08-26,11,53.33170085,40.06156705,669.3355241,24414952.01,7.554854669,
9065.T,2045.956421,2100,2054.19043,17291.41846,0.4,2014-08-12,2014-08-26,10,27.99988594,22.16928177,674.0792477,24432243.43,7.631028318,
7419.T,134.9690552,700,136.0268097,740.4281616,0.78,2014-08-13,2014-08-26,9,8.842047609,5.201726966,610.1930987,24432983.86,7.634290117,
8876.T,655.486145,100,665.4315796,994.543457,1.52,2014-08-21,2014-09-02,8,48.86403429,31.39147849,592.7579895,24433978.4,7.638671365,
6367.T,5945.189941,800,6340.874512,316547.6563,6.66,2014-08-18,2014-09-05,14,23.78995524,21.583802,563.3577997,24750526.06,9.033154432,
2146.T,568.7049561,34400,523.4258423,-1557601.514,-7.96,2014-08-27,2014-09-05,7,47.09682254,36.83872407,315.7585306,23192924.54,2.171473755,
6055.T,181.0852661,300,184.6161957,1059.27887,1.95,2014-09-02,2014-09-08,4,42.77654709,40.64491065,174.4573019,23193983.82,2.176140182,
7419.T,136.2383423,200,137.7191772,296.1669922,1.09,2014-09-01,2014-09-11,7,30.37089061,28.7269287,8.655413836,23194279.99,2.177444883,
4848.T,478.3815002,100,441.1469727,-3723.452759,-7.78,2014-09-25,2014-10-01,3,23.99842758,14.52125164,639.5899431,23190556.54,2.161042007,
4921.T,590.0637817,9900,582.4134521,-75738.26294,-1.3,2014-09-08,2014-10-02,15,50.75997599,46.91979888,403.6221418,23114818.27,1.827393272,
3349.T,6415.554199,900,6521.357422,95222.90039,1.65,2014-09-10,2014-10-02,14,23.39424654,14.42175899,607.71785,23210041.17,2.246877414,
2229.T,3079.343018,1200,3101.401367,26470.01953,0.72,2014-09-19,2014-10-06,9,22.341417,13.98872801,602.976681,23236511.19,2.36348543,
8279.T,2780.190674,2800,3085.312256,854340.4297,10.97,2014-09-18,2014-10-07,11,21.37510892,12.18382052,630.8000427,24090851.62,6.127099658,
4587.T,1118.75,6900,1147.5,198375,2.57,2014-10-06,2014-10-20,10,12.50380169,9.817945054,391.8121091,24289226.62,7.000998336,
7701.T,858.3605347,4600,845.576416,-58806.9458,-1.49,2014-10-03,2014-10-27,16,55.0029291,49.61420901,353.0430889,24230419.68,6.741936901,
7419.T,131.4243774,60700,138.9650879,457721.1243,5.74,2014-10-20,2014-10-31,9,16.23197824,12.51988829,519.5619239,24688140.8,8.758329519,
8282.T,610.0593262,2200,563.8129883,-101741.9434,-7.58,2014-10-27,2014-11-06,8,27.42802063,25.06278665,651.1153044,24586398.86,8.310127125,16.92234252
4612.T,432.4237976,3000,461.9739075,88650.32959,6.83,2014-10-29,2014-11-10,8,33.69953192,19.97641635,10.18553902,24675049.19,8.700657211,
3107.T,310.0848083,4000,314.8069153,18888.42773,1.52,2014-10-30,2014-11-13,10,10.47622946,7.557628238,71.3464255,24693937.61,8.783866144,
8053.T,734.7044678,16800,849.5547485,1929484.717,15.63,2014-10-15,2014-11-14,22,3.813174711,3.397471576,398.9439137,26623422.33,17.28379882,
9983.T,12444.45508,600,13421.75977,586382.8125,7.85,2014-10-31,2014-11-18,12,44.15247093,30.16586838,649.3648165,27209805.14,19.86698301,
1332.T,314.5694275,7000,356.4550476,293199.3408,13.32,2014-11-07,2014-11-18,7,83.03131278,75.08889902,152.4973151,27503004.48,21.15861007,
8279.T,3281.277588,400,3290.39209,3645.800781,0.28,2014-11-11,2014-11-18,5,75.95113924,65.32905507,124.588248,27506650.29,21.17467086,
3549.T,2719.691406,400,2788.692383,27600.39063,2.54,2014-11-13,2014-11-27,10,82.67690859,72.37039023,249.84958,27534250.68,21.29625849,
8892.T,169.4408417,300,151.8366089,-5281.269836,-10.39,2014-11-19,2014-11-27,6,86.62098811,83.30260462,19.39468539,27528969.41,21.27299298,
4613.T,1592.899048,7600,1779.821045,1420607.178,11.73,2014-11-18,2014-12-02,10,73.97883223,68.45302609,229.6388685,28949576.58,27.53117438,
2282.T,4188.22998,3400,4134.447754,-182859.5703,-1.28,2014-11-14,2014-12-08,16,49.10928599,40.8368327,484.9214919,28766717.01,26.72562561,
4921.T,690.3665771,600,780.1052856,53843.2251,13,2014-12-01,2014-12-12,9,27.33999598,15.6695469,571.0651774,28820560.24,26.96282044,
2914.T,2132.702881,3600,1884.615723,-893113.7695,-11.63,2014-12-12,2014-12-17,3,8.746012259,8.135375529,498.5372842,27927446.47,23.02839854,
2670.T,1078.400513,400,1060.306641,-7237.548828,-1.68,2014-11-28,2014-12-19,15,24.77274177,21.00001685,617.0331081,27920208.92,22.99651507,
3167.T,421.80896,16500,414.1117859,-127003.3722,-1.82,2014-12-02,2014-12-24,16,49.33293337,44.21710672,570.9778681,27793205.55,22.43702885,
3349.T,7809.774902,800,7751.960938,-46251.17188,-0.74,2014-12-03,2015-01-07,22,52.80172554,44.55322897,531.8990921,27746954.38,22.23327919,
9022.T,2421.005859,3000,2504.9375,251794.9219,3.47,2014-12-17,2015-01-07,12,26.61788667,22.91825638,608.4053088,27998749.3,23.34250792,
2871.T,942.206665,400,974.2063599,12799.87793,3.4,2014-12-19,2015-01-07,10,56.21121344,44.0388952,642.5784319,28011549.18,23.39889505,
9435.T,6023.946289,400,5339.616211,-273732.0313,-11.36,2014-12-24,2015-01-08,8,19.67223936,8.838942872,682.0541791,27737817.15,22.19302707,
9449.T,912.3285522,7600,873.887085,-292155.1514,-4.21,2014-12-18,2015-01-13,15,38.79310801,32.04661193,565.906845,27445661.99,20.90599997,
6952.T,1428.145264,2700,1460.347046,86944.81201,2.25,2015-01-15,2015-01-19,2,19.69759502,16.18041199,637.366758,27532606.81,21.28901677,
2784.T,1175.189453,4900,1207.99707,160757.3242,2.79,2015-01-19,2015-01-27,6,46.03540733,38.84018629,481.9838342,27693364.13,21.99719881,
6098.T,1110.199341,4700,1057.918335,-245720.7275,-4.71,2015-01-08,2015-01-30,16,37.23700513,23.94300622,12.53499211,27447643.4,20.91472864,
