STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,CUP LEN,HANDLE LEN,CUP DEPTH,HANDLE DEPTH,RRR
2914.T,2102.3740234375,248,2087.924560546875,-3583.466796875,-0.69,2022-01-19 16:47:36.221093,2022-02-15 16:47:36.221093,16,39,31,0.06073634975571856,0.026097176038780274,2.3273150192750607
7974.T,4795.70361328125,56,4864.09228515625,3829.765625,1.43,2022-01-28 16:47:36.221093,2022-02-25 16:47:36.221093,17,108,34,0.13808936256070972,0.08199637570446618,1.6840910512729927
6302.T,2713.14111328125,140,2523.57275390625,-26539.5703125,-6.99,2022-02-14 16:47:36.221093,2022-03-02 16:47:36.221093,12,125,24,0.23981477884832925,0.08520789410590801,2.8144666801676226
9715.T,2977.4853515625,120,2707.722412109375,-32371.552734375,-9.06,2022-03-02 16:47:36.221093,2022-03-08 16:47:36.221093,4,37,19,0.15685661394086853,0.08166421320233695,1.920750935936034
9509.T,476.4370422363281,683,430.7513122558594,-31203.353576660156,-9.59,2022-03-08 16:47:36.221093,2022-03-09 16:47:36.221093,1,81,80,0.19932611901610603,0.07827796763398373,2.5463885310375667
2809.T,2342.7177734375,125,2382.490478515625,4971.588134765625,1.7,2022-03-09 16:47:36.221093,2022-03-23 16:47:36.221093,10,41,20,0.12753633117010998,0.06004133566953843,2.124142138876745
6750.T,1463.9449462890625,204,1439.61181640625,-4963.95849609375,-1.66,2022-03-23 16:47:36.221093,2022-04-08 16:47:36.221093,11,62,21,0.13851135481606533,0.1106797030733142,1.2514612071584204
6701.T,5026.6259765625,58,5181.888671875,9005.236328125,3.09,2022-04-08 16:47:36.221093,2022-05-18 16:47:36.221093,24,69,48,0.219856534513058,0.13000199259341183,1.691178189865682
4527.T,1773.84228515625,292,1741.5015869140625,-9443.48388671875,-1.82,2022-02-16 16:47:36.221093,2022-06-16 16:47:36.221093,80,355,160,0.2719948558110767,0.1563170582876701,1.7400203073840148
2897.T,8935.0693359375,30,8888.2138671875,-1405.6640625,-0.52,2022-02-28 16:47:36.221093,2022-06-27 16:47:36.221093,79,245,157,0.2003237195656181,0.1820743272743513,1.1002304529389717
8020.T,1247.1348876953125,243,1245.269287109375,-453.3409423828125,-0.15,2022-05-18 16:47:36.221093,2022-06-27 16:47:36.221093,27,190,54,0.18090444106755457,0.07898392642285303,2.2903956445397995
8593.T,595.69091796875,481,573.2471923828125,-10795.432006835938,-3.77,2022-06-28 16:47:36.221093,2022-07-06 16:47:36.221093,5,122,18,0.15914941902974916,0.03767669695597241,4.224080980764457
2914.T,2181.845458984375,130,2183.7685546875,250.00244140625,0.09,2022-06-27 16:47:36.221093,2022-07-08 16:47:36.221093,8,113,15,0.15190402861424473,0.03145699362844524,4.828942981915611
8354.T,2320.245849609375,219,2223.884033203125,-21103.23779296875,-4.15,2022-06-16 16:47:36.221093,2022-07-27 16:47:36.221093,28,71,55,0.16612898994641384,0.1429155474546856,1.1624276917743226
6670.T,875.6586303710938,327,904.6220092773438,9471.02490234375,3.31,2022-07-08 16:47:36.221093,2022-08-02 16:47:36.221093,17,65,34,0.22932741592863937,0.07276739121160256,3.151513502274268
3288.T,5345.3671875,51,5422.9765625,3958.078125,1.45,2022-07-06 16:47:36.221093,2022-08-15 16:47:36.221093,28,59,43,0.18368820847399822,0.09255895151096466,1.9845536868709912
4208.T,1956.3763427734375,249,1945.1488037109375,-2795.6572265625,-0.57,2022-07-27 16:47:36.221093,2022-08-24 16:47:36.221093,20,119,40,0.20212152467668093,0.07077963749187173,2.8556450956660013
8053.T,1768.4488525390625,157,1821.27978515625,8294.456420898438,2.99,2022-08-15 16:47:36.221093,2022-08-31 16:47:36.221093,12,41,23,0.12290351410461946,0.04061839372707078,3.0258093151209087
2651.T,4605.876953125,105,4403.82958984375,-21214.97314453125,-4.39,2022-08-24 16:47:36.221093,2022-09-01 16:47:36.221093,6,62,21,0.0944963727515961,0.031152577585178715,3.0333404192067275
5108.T,5068.01708984375,58,5068.98193359375,55.9609375,0.02,2022-08-02 16:47:36.221093,2022-09-08 16:47:36.221093,27,112,54,0.2479946112432574,0.10132767886496813,2.447451811994444
5333.T,1871.374755859375,247,1779.0433349609375,-22805.860961914062,-4.93,2022-09-01 16:47:36.221093,2022-09-26 16:47:36.221093,16,50,34,0.12461844565619314,0.04526956792767233,2.7528083735037487
7167.T,256.9472351074219,1147,281.4502258300781,28104.93035888672,9.54,2022-09-08 16:47:36.221093,2022-10-13 16:47:36.221093,23,96,41,0.14074076162282556,0.05925920927756677,2.3750023555596873
4202.T,828.2848510742188,347,817.0650024414062,-3893.2874755859375,-1.35,2022-08-31 16:47:36.221093,2022-10-31 16:47:36.221093,41,113,82,0.170578085757072,0.1264236995289106,1.3492571914339855
8279.T,6482.62060546875,67,6373.91796875,-7283.07666015625,-1.68,2022-09-30 16:47:36.221093,2022-11-01 16:47:36.221093,21,97,42,0.15908793472325095,0.045453692125185,3.50000027027735
6301.T,2737.845947265625,103,2961.834228515625,23070.79296875,8.18,2022-10-31 16:47:36.221093,2022-11-08 16:47:36.221093,6,41,22,0.12130098744633298,0.05459966318120122,2.22164351167824
3141.T,3152.597900390625,104,3142.71533203125,-1027.787109375,-0.31,2022-10-13 16:47:36.221093,2022-11-17 16:47:36.221093,25,195,50,0.30345104874976164,0.10470653673553637,2.898109881298111
8425.T,3104.132080078125,138,3113.742431640625,1326.228515625,0.31,2022-11-01 16:47:36.221093,2022-11-18 16:47:36.221093,13,55,25,0.11068233485101615,0.026315846481037065,4.205919613141562
2433.T,1297.7548828125,252,1303.6138916015625,1476.47021484375,0.45,2022-11-17 16:47:36.221093,2022-12-01 16:47:36.221093,10,86,19,0.2918358215829948,0.07674945989699894,3.8024478865994755
8002.T,1373.8387451171875,222,1427.6959228515625,11956.29345703125,3.92,2022-11-08 16:47:36.221093,2023-01-04 16:47:36.221093,38,132,66,0.23021210689060656,0.12166505894299007,1.8921793067842063
8876.T,2264.21484375,189,2057.482177734375,-39072.473876953125,-9.13,2022-11-18 16:47:36.221093,2023-01-10 16:47:36.221093,34,302,65,0.39796113448036924,0.14173919190287532,2.8077000379194077
8570.T,1366.3184814453125,241,1214.399169921875,-36612.55407714844,-11.12,2022-12-01 16:47:36.221093,2023-01-16 16:47:36.221093,29,343,69,0.3622952244065999,0.09790218595946984,3.7005836065456714
4348.T,2090.269775390625,152,2364.93994140625,41749.865234375,13.14,2023-01-05 16:47:36.221093,2023-02-09 16:47:36.221093,22,186,65,0.1931331334815648,0.1010436021907851,1.9113840885927758
6586.T,3250.527099609375,90,3459.27685546875,18787.47802734375,6.42,2023-01-16 16:47:36.221093,2023-02-20 16:47:36.221093,22,105,42,0.27086564267237373,0.09785935585721238,2.767907475986217
2281.T,2111.83544921875,170,2170.173583984375,9917.48291015625,2.76,2023-02-09 16:47:36.221093,2023-03-10 16:47:36.221093,21,170,41,0.1955261782492882,0.08149161622844693,2.3993410279306047
6183.T,1471.66455078125,251,1401.0716552734375,-17718.816772460938,-4.8,2023-03-10 16:47:36.221093,2023-03-16 16:47:36.221093,4,190,29,0.1595005966477165,0.03524575069326469,4.525385146022621
2433.T,1310.4493408203125,297,1459.852294921875,44372.67736816406,11.4,2023-01-11 16:47:36.221093,2023-03-17 16:47:36.221093,44,116,46,0.2890087778607692,0.09090917601313421,3.179093580377566
9532.T,2164.069091796875,181,2178.18212890625,2554.459716796875,0.65,2023-03-20 16:47:36.221093,2023-04-14 16:47:36.221093,16,78,31,0.08052179915338782,0.026090897131052275,3.0862027759694857
1959.T,3306.365966796875,94,3336.01953125,2787.43505859375,0.9,2023-02-20 16:47:36.221093,2023-04-21 16:47:36.221093,41,327,81,0.2885321300464902,0.11306909880435377,2.5518212588369913
8113.T,5208.52880859375,75,5249.3759765625,3063.53759765625,0.78,2023-03-22 16:47:36.221093,2023-05-09 16:47:36.221093,30,57,39,0.10967864989654481,0.06752106535109714,1.6243619576533037
9532.T,2156.469482421875,145,2266.02001953125,15884.827880859375,5.08,2023-04-21 16:47:36.221093,2023-05-15 16:47:36.221093,15,78,63,0.08080556584924233,0.026182844004428208,3.0862027759694852
3880.T,1075.0836181640625,370,1081.05078125,2207.850341796875,0.56,2023-04-14 16:47:36.221093,2023-05-17 16:47:36.221093,22,109,44,0.1733380431853803,0.08804475653551254,1.968749190821659
4521.T,3741.117919921875,105,3555.041259765625,-19538.04931640625,-4.97,2023-05-09 16:47:36.221093,2023-05-25 16:47:36.221093,12,69,60,0.0988039628743282,0.04876042267762807,2.026314733314664
4848.T,2408.26904296875,137,2243.44091796875,-22581.453125,-6.84,2023-05-15 16:47:36.221093,2023-05-26 16:47:36.221093,8,43,23,0.18319672491949512,0.045081992263543647,4.063634185653335
7272.T,3499.386474609375,107,3927.581298828125,45816.84619140625,12.24,2023-05-25 16:47:36.221093,2023-06-15 16:47:36.221093,14,54,21,0.16736995996148632,0.05485228129785366,3.0512853066702883
4732.T,2321.378662109375,172,2357.372802734375,6190.9921875,1.55,2023-05-17 16:47:36.221093,2023-06-16 16:47:36.221093,21,180,42,0.17665085220830962,0.06499575506054114,2.7178829147190595
7518.T,3352.5966796875,125,3088.72119140625,-32984.43603515625,-7.87,2023-06-15 16:47:36.221093,2023-06-26 16:47:36.221093,6,103,35,0.20311441961947418,0.07195303367970876,2.822874995425715
6954.T,4720.0,65,4720.0,0.0,0.0,2023-05-26 16:47:36.221093,2023-07-20 16:47:36.221093,38,205,75,0.25199662594433464,0.09807275766804709,2.5694864908080097
2371.T,2097.990966796875,185,1989.6439208984375,-20044.203491210938,-5.16,2023-06-26 16:47:36.221093,2023-07-20 16:47:36.221093,18,120,35,0.21268506409245996,0.07136152814150223,2.9803883076989095
1878.T,13906.8076171875,29,14005.1591796875,2852.1953125,0.71,2023-06-16 16:47:36.221093,2023-07-21 16:47:36.221093,24,92,48,0.1566822565363124,0.06577090502523505,2.3822426721389403
6750.T,1470.2811279296875,253,1694.4273681640625,56708.998779296875,15.25,2023-07-21 16:47:36.221093,2023-08-09 16:47:36.221093,13,194,43,0.2121453083693673,0.1000672187183172,2.120028028025269
9147.T,8220.0,45,7777.0,-19935.0,-5.39,2023-07-24 16:47:36.221093,2023-08-14 16:47:36.221093,15,30,28,0.07647482264963361,0.04354207851596996,1.7563429504538899
6055.T,2458.0,137,2294.0,-22468.0,-6.67,2023-07-20 16:47:36.221093,2023-08-15 16:47:36.221093,18,104,35,0.30176582180221206,0.10821806346623271,2.7884977067287116
3861.T,550.78125,786,590.4896850585938,31210.829956054688,7.21,2023-08-09 16:47:36.221093,2023-08-28 16:47:36.221093,13,241,158,0.1311598827641842,0.07030805273850109,1.865502992267631
6183.T,1509.90234375,307,1640.0,39939.98046875,8.62,2023-08-28 16:47:36.221093,2023-09-14 16:47:36.221093,13,334,170,0.17104167567906425,0.11168832809958125,1.5314194293119294
3231.T,3453.255126953125,91,3575.0,11078.783447265625,3.53,2023-08-15 16:47:36.221093,2023-10-04 16:47:36.221093,35,276,52,0.2445659933917294,0.08283517728706487,2.9524412381491896
2264.T,5640.0,62,5429.0,-13082.0,-3.74,2023-08-14 16:47:36.221093,2023-10-13 16:47:36.221093,43,440,86,0.32859161953664545,0.16312056737588654,2.0144094936811743
