STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL
4183.T,2881.40234375,100,2870.7841796875,-1061.81640625,-0.37,2023-01-06 08:59:08.679575,2023-01-23 08:59:08.679575,10,14.531717056172832,12.351122525720339,299.6511695247341
6702.T,17434.8515625,100,18420.986328125,98613.4765625,5.66,2022-12-27 08:59:08.679575,2023-01-30 08:59:08.679575,20,25.48906618441078,18.21507205913974,646.6795127235614
9531.T,2419.729736328125,100,2803.953369140625,38422.36328125,15.88,2023-01-17 08:59:08.679575,2023-02-01 08:59:08.679575,8,28.436022900376894,23.450244137925488,365.44830160009326
6988.T,7494.2509765625,100,7971.158203125,47690.72265625,6.36,2023-01-10 08:59:08.679575,2023-02-02 08:59:08.679575,14,8.62585595534233,5.803498934017978,661.6315812495158
2229.T,2863.721435546875,100,2768.4931640625,-9522.8271484375,-3.33,2023-01-20 08:59:08.679575,2023-02-03 08:59:08.679575,7,15.69701119299636,9.412701919523538,540.5476608546024
4921.T,2606.824951171875,100,2514.146728515625,-9267.822265625,-3.56,2023-01-23 08:59:08.679575,2023-02-06 08:59:08.679575,8,58.80312830738474,47.697121029227404,489.5884036096897
9503.T,1199.062744140625,1600,1178.706787109375,-32569.53125,-1.7,2023-01-30 08:59:08.679575,2023-02-13 08:59:08.679575,10,45.86211061563732,37.36814390703029,538.4298739305651
6857.T,2360.9931640625,200,2463.116455078125,20424.658203125,4.33,2023-02-06 08:59:08.679575,2023-02-15 08:59:08.679575,7,75.41646045987412,70.39173677915765,294.8121577742793
4502.T,4074.38427734375,100,4035.973876953125,-3841.0400390625,-0.94,2023-02-08 08:59:08.679575,2023-02-24 08:59:08.679575,12,65.96153850123316,49.82286671340162,465.8203610714958
5076.T,963.5498046875,1700,972.87744140625,15856.982421875,0.97,2023-02-16 08:59:08.679575,2023-02-24 08:59:08.679575,6,46.41077216608537,35.34962234986862,544.4183335541711
6028.T,3344.360595703125,300,3378.838623046875,10343.408203125,1.03,2023-02-27 08:59:08.679575,2023-03-01 08:59:08.679575,2,10.353300811988026,8.745031400725091,627.5919778563265
7564.T,5303.607421875,100,5441.87646484375,13826.904296875,2.61,2023-02-09 08:59:08.679575,2023-03-02 08:59:08.679575,15,28.244827502947327,18.133758781603056,542.2534652599636
1605.T,1441.961181640625,500,1460.5860595703125,9312.43896484375,1.29,2023-02-14 08:59:08.679575,2023-03-09 08:59:08.679575,17,57.34375127798728,42.894084491869194,595.7606580826982
1973.T,1588.255126953125,100,1600.9144287109375,1265.93017578125,0.8,2023-02-10 08:59:08.679575,2023-03-13 08:59:08.679575,21,24.647290159316785,19.152153825810224,514.1187227990857
6532.T,5436.97021484375,200,5320.39990234375,-23314.0625,-2.14,2023-02-24 08:59:08.679575,2023-03-14 08:59:08.679575,12,47.7865657156579,46.334708604926654,537.3752661619507
9962.T,3339.53857421875,300,3131.436767578125,-62430.5419921875,-6.23,2023-03-01 08:59:08.679575,2023-03-14 08:59:08.679575,9,45.368443570919126,31.401770783799282,619.8976690956661
5019.T,2962.039794921875,200,2792.505126953125,-33906.93359375,-5.72,2023-03-03 08:59:08.679575,2023-03-14 08:59:08.679575,7,14.274364208728816,8.488608887956612,654.4817330755287
