STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL,1000000
8078.T,2679.299072,91,2513.155273,-15119.08569,-6.2,2021-02-08,2021-02-19,7,46.93076849,29.04552724,575.7866493,1269521.419
3549.T,8318.483398,32,8407.608398,2852,1.07,2021-02-01,2021-02-24,15,8.867291268,8.171348704,513.0459653,1272373.419
6005.T,5974.774414,43,5550.07373,-18262.12939,-7.11,2021-02-15,2021-02-24,7,65.64563452,50.31611548,536.7552461,1254111.289
4063.T,3671.516797,70,3468.35,-14221.67578,-5.53,2021-02-16,2021-02-24,6,34.07595416,21.43465234,462.4206129,1239889.614
6976.T,5559.341309,41,5245.200195,-12879.78564,-5.65,2021-02-22,2021-02-24,2,36.20000362,29.67026134,562.433765,1227009.828
4502.T,3268.190186,78,3309.195068,3198.380859,1.25,2021-01-13,2021-03-03,33,26.49937974,16.72029612,605.3057207,1230208.209
6323.T,7490.086426,32,7078.327637,-13176.28125,-5.5,2021-03-01,2021-03-04,3,28.26566063,27.75463426,642.3396788,1217031.928
2587.T,3771.946777,63,3805.496582,2113.637695,0.89,2021-03-05,2021-03-15,6,55.80308357,36.81143535,534.8167365,1219145.565
4506.T,1829.506714,132,1977.278198,19505.83594,8.08,2021-03-09,2021-03-15,4,53.17546041,35.24678067,620.565224,1238651.401
4812.T,3623.075684,66,4020.847168,26252.91797,10.98,2021-02-25,2021-03-18,15,56.53545091,48.31611297,459.6941519,1264904.319
3407.T,1076.704346,230,1205.347168,29587.84912,11.95,2021-03-03,2021-03-18,11,23.23734372,17.83722365,568.8803327,1294492.168
2371.T,3104.597656,87,2853.385986,-21855.41528,-8.09,2021-03-18,2021-03-24,4,24.1245089,21.28696686,641.1418202,1272636.753
8698.T,976.6025391,282,866.2202759,-31127.79822,-11.3,2021-03-19,2021-03-24,3,45.73816701,28.61801809,731.1926024,1241508.955
8282.T,1335.742065,183,1386.21521,9236.585449,3.78,2021-03-11,2021-03-25,10,37.50003427,27.24733469,590.7627677,1250745.54
7164.T,4668.951172,53,4798.387207,6860.109863,2.77,2021-03-16,2021-03-26,8,29.89247513,26.08224855,634.7275992,1257605.65
2264.T,5632.214355,44,5755.693359,5433.076172,2.19,2021-03-25,2021-03-30,3,93.56162145,90.31066212,12.87183694,1263038.726
4819.T,4154.975586,60,4578.200684,25393.50586,10.19,2021-03-15,2021-04-05,13,50.14708517,32.72386958,639.6633476,1288432.232
8088.T,6607.273438,37,6651.479004,1635.605957,0.67,2021-03-26,2021-04-09,7,80.46338909,74.75937363,99.59584172,1290067.838
4183.T,3307.51709,74,3316.820801,688.4746094,0.28,2021-04-09,2021-04-15,4,41.08927485,37.97257131,581.1501455,1290756.313
3880.T,1874.680786,135,1882.91394,1111.47583,0.44,2021-03-29,2021-04-19,12,17.88584711,9.597292967,651.2492925,1291867.789
7951.T,6018.207031,42,6114.962402,4063.725586,1.61,2021-04-02,2021-04-19,9,45.99853606,40.15886028,550.766729,1295931.514
5393.T,2589.999512,102,2605.607422,1592.006836,0.6,2021-04-05,2021-04-22,12,66.29061083,65.48251235,383.4107591,1297523.521
1414.T,4732.046875,56,4450.036133,-15792.60156,-5.96,2021-04-07,2021-04-27,14,72.10870523,63.36918611,310.3254117,1281730.919
8273.T,4288.51123,57,4045.323975,-13861.67358,-5.67,2021-04-15,2021-04-28,9,50.56588161,41.306518,655.3626526,1267869.246
6967.T,3311.127686,75,3029.122559,-21150.38452,-8.52,2021-05-07,2021-05-12,3,46.28303351,35.3420796,665.6189435,1246718.861
6302.T,2892.720459,86,2952.128662,5109.105469,2.05,2021-05-06,2021-05-17,7,42.76922753,40.28076867,462.956324,1251827.967
1861.T,2756.9021,94,2766.031006,858.1171875,0.33,2021-04-22,2021-05-20,19,34.60908985,25.28068996,704.408646,1252686.084
7974.T,5257.151855,47,5640.750488,18029.13574,7.3,2021-05-10,2021-06-01,15,27.51548161,19.22962788,550.2847374,1270715.22
7735.T,4244.759766,63,4678.078613,27299.0874,10.21,2021-05-21,2021-06-01,7,12.99869615,11.60228738,645.8042713,1298014.307
6586.T,4709.893066,57,5192.085449,27484.96582,10.24,2021-05-20,2021-06-02,9,23.84609248,19.9452755,644.92833,1325499.273
6532.T,3317.899658,84,3588.24707,22709.18262,8.15,2021-06-01,2021-06-03,2,71.40732185,67.50676113,371.5239258,1348208.456
6273.T,60963.30078,3,63366.94141,7210.921875,3.94,2021-05-14,2021-06-08,16,20.30260982,16.60514273,575.6097222,1355419.378
3563.T,4638.006836,59,4667.330566,1730.100098,0.63,2021-05-18,2021-06-08,14,23.69213846,17.09343889,645.9830502,1357149.478
8795.T,1398.126587,207,1319.487671,-16278.25562,-5.62,2021-06-02,2021-06-11,7,84.76144933,74.62979519,247.6965045,1340871.222
2871.T,2738.198242,85,2784.802246,3961.340332,1.7,2021-06-08,2021-06-18,7,57.94431218,44.97250789,342.1396169,1344832.562
5423.T,1071.65564,236,1008.011597,-15019.99414,-5.94,2021-06-11,2021-06-18,4,31.81100773,25.0810988,388.8454587,1329812.568
8766.T,1607.971313,183,1492.379517,-21153.29883,-7.19,2021-06-04,2021-06-21,10,25.08806694,17.46622393,416.1307461,1308659.269
1605.T,719.4684448,410,744.4934082,10260.23499,3.48,2021-06-03,2021-06-22,12,47.97957823,36.81043972,461.0556779,1318919.504
4974.T,2857.935303,88,2866.592773,761.8574219,0.3,2021-06-14,2021-06-24,8,53.09509065,43.27588117,489.9562626,1319681.362
3291.T,2665.418945,97,2503.933594,-15664.0791,-6.06,2021-06-24,2021-07-06,7,42.01907303,34.85981901,481.3100393,1304017.283
8316.T,3468.73999,76,3293.927246,-13285.76855,-5.04,2021-06-22,2021-07-19,18,22.32872759,18.30997696,327.0568488,1290731.514
7269.T,4532.499023,57,4247.789063,-16228.46777,-6.28,2021-06-25,2021-07-19,15,54.81597438,39.32853196,578.3468603,1274503.046
3289.T,607.9299927,401,571.732605,-14515.15247,-5.95,2021-07-12,2021-07-20,6,11.72398512,11.45005713,615.7968526,1259987.894
8804.T,1509.71582,174,1544.111938,5984.924561,2.28,2021-07-02,2021-07-26,16,19.07294177,13.08434612,371.0147497,1265972.818
8591.T,1757.849976,149,1759.674438,271.8449707,0.1,2021-06-28,2021-07-27,20,47.0287544,39.05851056,557.656431,1266244.663
3186.T,2211.370117,111,2236.017578,2735.868164,1.11,2021-07-26,2021-07-27,1,92.61324266,92.48718214,6.122675641,1268980.532
9107.T,1064.028687,236,1149.203247,20101.19629,8,2021-08-02,2021-08-11,7,43.12589925,27.42986408,650.7754075,1289081.728
4543.T,4149.651855,60,4254.125977,6268.447266,2.52,2021-07-27,2021-08-13,13,16.14444252,10.83053672,648.4309738,1295350.175
4848.T,2233.883789,121,2049.47876,-22313.00854,-8.25,2021-08-11,2021-08-16,3,42.07325316,25.24555777,590.4873828,1273037.167
8088.T,6118.973633,41,5722.014648,-16275.31836,-6.49,2021-07-29,2021-08-19,15,27.66670973,22.24618418,537.1217288,1256761.848
9434.T,1290.737305,195,1296.396606,1103.563843,0.44,2021-08-06,2021-09-01,18,58.13461331,39.38694818,512.7139125,1257865.412
4151.T,3311.115723,76,3654.311768,26082.89941,10.36,2021-08-05,2021-09-02,20,9.917460152,8.18482146,596.5231823,1283948.311
1973.T,1905.647095,129,2027.623535,15734.96082,6.4,2021-08-23,2021-09-06,10,77.21067982,67.53919046,320.5076052,1299683.272
1878.T,11082.72852,22,12438.49707,29826.9082,12.23,2021-08-18,2021-09-14,19,7.613088619,6.229387086,501.6814031,1329510.18
2914.T,1887.372192,148,1904.42688,2524.09375,0.9,2021-09-02,2021-09-15,9,33.90794559,19.28793946,536.2806802,1332034.274
6724.T,2084.040039,126,2172.005371,11083.63184,4.22,2021-09-06,2021-09-15,7,71.50394035,53.12916773,489.9615606,1343117.906
7516.T,3491.934326,72,3582.324707,6508.107422,2.59,2021-09-01,2021-09-16,11,7.823266227,4.695846392,600.2647253,1349626.013
9503.T,1029.358887,265,1047.553467,4821.563721,1.77,2021-09-14,2021-09-21,5,76.29643833,50.6320892,297.8260716,1354447.577
9064.T,2738.787354,90,2755.946777,1544.348145,0.63,2021-08-24,2021-09-22,20,8.341625088,5.45977519,617.3742384,1355991.925
4689.T,726.8255005,373,732.8323975,2240.572571,0.83,2021-09-17,2021-09-27,5,85.29938749,78.60963577,309.8093783,1358232.498
4568.T,3013.318359,88,2861.516357,-13358.57617,-5.04,2021-09-24,2021-10-05,6,84.66869071,80.30677141,279.1755695,1344873.922
4921.T,3667.115723,72,3350.565186,-22791.63867,-8.63,2021-10-08,2021-10-21,8,28.56653963,19.49302107,596.0703806,1322082.283
6971.T,6361.402832,41,6480.433105,4880.241211,1.87,2021-10-14,2021-10-26,8,13.9597246,10.92258073,653.2641749,1326962.524
4816.T,20217.44141,13,17954.73438,-29415.19141,-11.19,2021-10-15,2021-10-26,7,22.59271949,18.93993931,703.8845238,1297547.333
4527.T,1668.197998,159,1687.852783,3125.11084,1.18,2021-10-11,2021-10-28,12,18.64367206,14.24891582,707.1930445,1300672.444
9509.T,485.7606506,513,441.0073242,-22958.45645,-9.21,2021-10-26,2021-10-29,3,20.16416978,18.40545782,215.5964442,1277713.987
1719.T,728.4063721,364,685.6124878,-15576.97388,-5.88,2021-10-06,2021-11-08,22,23.18362777,19.78042648,376.034281,1262137.013
2201.T,3908.494629,63,3708.547363,-12596.67773,-5.12,2021-11-01,2021-11-09,6,30.8080717,14.91565853,549.6091991,1249540.336
7270.T,2137.384766,116,2020.783081,-13525.79541,-5.46,2021-11-04,2021-11-11,5,70.05808324,68.19076607,380.4953943,1236014.54
5021.T,2126.515137,114,2012.205688,-13031.2771,-5.38,2021-11-11,2021-11-18,5,14.79775196,10.38999835,639.9364326,1222983.263
9697.T,3143.736328,77,2982.393799,-12423.37476,-5.13,2021-11-12,2021-11-22,6,42.83874981,40.42829584,476.3461745,1210559.888
5802.T,1459.30481,167,1493.143799,5651.111206,2.32,2021-11-15,2021-11-26,9,56.23424373,47.10528754,526.1635216,1216211
3088.T,1488.53479,158,1412.362305,-12035.25269,-5.12,2021-11-22,2021-11-30,6,15.29135855,9.757813346,591.8747092,1204175.747
6055.T,1556.380249,152,1689.84021,20285.91406,8.58,2021-12-01,2021-12-07,4,30.61008908,23.39100311,665.2594342,1224461.661
3254.T,1717.484741,137,1889.807617,23608.23401,10.03,2021-11-25,2021-12-16,15,30.0874732,20.75660406,530.5860527,1248069.895
4716.T,10375.34863,23,9834.865234,-12431.11816,-5.21,2021-11-19,2021-12-20,21,50.13342384,35.75560704,519.1000081,1235638.777
6841.T,2099.656006,119,1974.375977,-14908.32349,-5.97,2021-12-07,2021-12-20,9,19.51975907,12.26304097,592.6710913,1220730.453
6902.T,1864.256226,135,1960.49939,12992.82715,5.16,2021-12-08,2021-12-23,11,50.98040639,44.53365359,565.5530684,1233723.28
7309.T,32543.69727,7,30038.07617,-17539.34766,-7.7,2021-12-16,2021-12-27,6,64.15132924,56.87175296,51.94092497,1216183.933
1878.T,11963.66699,19,12037.74609,1407.50293,0.62,2021-12-03,2021-12-28,16,13.54299405,6.137427375,460.4576888,1217591.436
3774.T,2289.834473,101,2094.747314,-19703.80298,-8.52,2021-12-28,2022-01-06,7,23.69494158,19.93195963,616.7444029,1197887.633
2331.T,762.2094727,305,718.2039185,-13421.69403,-5.77,2021-12-29,2022-01-11,9,10.50328763,9.67921039,438.3209666,1184465.939
4612.T,1254.2677,185,1082.962646,-31691.43494,-13.66,2022-01-04,2022-01-11,5,36.49689655,28.30315245,387.5328602,1152774.504
2782.T,3109.551025,79,2849.238525,-20564.6875,-8.37,2021-12-21,2022-01-17,18,8.817994229,6.130227633,80.1951505,1132209.816
7164.T,4700.331543,54,4846.773926,7907.888672,3.12,2021-12-23,2022-01-19,18,18.0854641,15.87522516,165.9263608,1140117.705
3861.T,545.7324219,385,558.0493774,4742.027893,2.26,2022-01-12,2022-01-19,5,64.68651275,49.65913044,92.6914667,1144859.733
9513.T,1376.057129,156,1381.579834,861.5419922,0.4,2022-01-17,2022-01-21,4,37.69917295,27.7077186,541.4491449,1145721.275
7974.T,4682.864258,48,4973.512695,13951.125,6.21,2022-01-20,2022-02-04,8,38.82611634,24.50788073,526.2435653,1159672.4
8410.T,227.7503052,989,228.6723785,911.9305573,0.4,2022-01-28,2022-02-15,9,53.63156043,48.41722108,508.8352514,1160584.33
6724.T,1717.736816,138,1755.676758,5235.711914,2.21,2022-02-04,2022-02-16,8,12.80476755,8.274411749,645.7536596,1165820.042
2801.T,8558.525391,26,8844.466797,7434.476563,3.34,2022-01-24,2022-02-18,16,12.90048305,8.23556231,559.7633816,1173254.519
7956.T,2117.592529,110,1944.592651,-19029.98657,-8.17,2022-02-16,2022-02-24,6,39.64522537,30.01060724,309.2355451,1154224.532
5393.T,2417.516602,93,2420.312256,259.9958496,0.12,2022-01-31,2022-02-28,17,17.17715305,15.05389922,501.2768239,1154484.528
6902.T,1804.931274,125,1701.859375,-12883.98743,-5.71,2022-02-02,2022-03-01,18,13.63459994,9.899382804,597.9374715,1141600.541
5714.T,5153.103516,44,5687.206543,23500.5332,10.36,2022-02-28,2022-03-02,2,44.5062679,33.77445913,519.2071336,1165101.074
5020.T,430.7121582,538,402.1445618,-15369.36688,-6.63,2022-03-03,2022-03-09,4,42.87624907,29.83074057,480.5169614,1149731.707
7550.T,2730.475342,81,2731.462158,79.93212891,0.04,2022-03-01,2022-03-10,7,49.30557169,41.972247,440.6927351,1149811.639
8331.T,661.2124634,340,718.2954712,19408.22266,8.63,2022-03-10,2022-03-17,5,11.67665022,8.799073255,520.7046176,1169219.862
2384.T,3155.632813,71,3263.266846,7642.016357,3.41,2022-02-25,2022-03-22,17,30.77307892,17.8424982,589.7449843,1176861.878
8802.T,1616.22522,140,1764.678467,20783.45459,9.19,2022-03-16,2022-03-23,5,28.46323172,18.43012037,596.1503636,1197645.333
7202.T,1398.430176,161,1455.262695,9150.035645,4.06,2022-03-15,2022-04-01,13,50.53222125,32.8744982,598.8352706,1206795.368
5334.T,1709.2052,131,1791.408325,10768.60938,4.81,2022-03-14,2022-04-04,15,17.63977389,10.16369908,643.2761559,1217563.978
4921.T,2805.124512,84,2633.233154,-14438.87402,-6.13,2022-03-22,2022-04-07,11,24.88881753,18.1085962,613.5761738,1203125.104
4568.T,2519.571045,98,2800.570313,27537.92822,11.15,2022-03-23,2022-04-07,10,19.3063697,12.02017354,533.5630269,1230663.032
2897.T,8535.572266,28,8770.490234,6577.703125,2.75,2022-03-17,2022-04-15,19,21.96695462,15.83171068,637.497376,1237240.735
9434.T,1360.936646,179,1366.004395,907.1270752,0.37,2022-04-08,2022-04-19,5,63.15233415,59.67962374,425.3411869,1238147.862
3349.T,12856.37109,18,11766.84766,-19611.42188,-8.47,2022-04-14,2022-04-19,1,10.83258256,6.929725626,612.1352096,1218536.44
4307.T,4113.873535,57,3893.224854,-12576.97485,-5.36,2022-04-04,2022-04-25,12,59.83399737,52.93603749,463.8622813,1205959.465
9503.T,1118.084961,218,1127.584229,2070.840332,0.85,2022-04-13,2022-04-27,8,50.17577415,43.6782062,388.2993096,1208030.306
8058.T,4279.173828,55,4018.768311,-14322.30347,-6.09,2022-04-19,2022-04-27,6,51.2168872,39.82179028,629.8402925,1193708.002
4183.T,2817.299316,85,2669.866211,-12531.81396,-5.23,2022-04-21,2022-04-27,4,22.64334343,18.08918388,645.9793233,1181176.188
2433.T,1484.165527,161,1350.552246,-21511.73828,-9,2022-04-20,2022-05-13,15,41.60493792,33.53876273,666.9668149,1159664.45
4704.T,7085.436523,32,6695.054199,-12492.23438,-5.51,2022-04-28,2022-05-13,9,51.54001328,33.13637474,708.932036,1147172.216
4812.T,3630.797607,61,4043.940674,25201.72705,11.38,2022-04-26,2022-05-17,13,24.46152376,19.99230292,617.5588699,1172373.943
7733.T,2735.512695,81,2594.020752,-11460.84741,-5.17,2022-05-13,2022-05-19,4,48.17548469,33.3589114,209.0085175,1160913.095
2181.T,190.6972046,1207,193.9202423,3890.206528,1.69,2022-05-17,2022-05-30,9,28.77774951,14.02585549,682.9190613,1164803.302
2201.T,3809.743652,57,3853.589844,2499.23291,1.15,2022-05-20,2022-05-30,6,40.00001465,38.44701066,424.5469028,1167302.535
8002.T,1278.644897,180,1294.528809,2859.104004,1.24,2022-05-18,2022-06-01,10,35.50661211,25.77839895,562.4465373,1170161.639
4516.T,7816.785645,28,7398.202637,-11720.32422,-5.35,2022-05-23,2022-06-02,8,32.92584855,20.4313179,567.30625,1158441.315
2670.T,1659.908081,137,1793.185547,18259.01282,8.03,2022-05-30,2022-06-06,4,62.74505874,57.77892414,507.268781,1176700.327
3003.T,1011.56366,230,1027.605225,3689.559937,1.59,2022-05-06,2022-06-13,24,34.04898413,28.66872251,656.1981145,1180389.887
4507.T,6636.401367,35,6284.111328,-12330.15137,-5.31,2022-06-06,2022-06-15,7,26.74985575,23.14415588,323.4060532,1168059.736
5423.T,1573.600098,148,1461.746338,-16554.35645,-7.11,2022-06-07,2022-06-15,6,86.77857842,82.36811505,68.74913678,1151505.38
4205.T,1330.638184,173,1256.607056,-12807.38513,-5.56,2022-06-01,2022-06-17,11,61.67727846,51.20935711,416.7489529,1138697.994
6055.T,1823.132813,120,2006.536621,22008.45703,10.06,2022-06-03,2022-06-27,16,26.16069461,18.39283562,513.4138181,1160706.451
9503.T,1208.329468,185,1269.126099,11247.37671,5.03,2022-06-16,2022-07-01,10,31.64833439,22.85898725,551.9665274,1171953.828
8113.T,4263.385254,52,4477.650879,11141.8125,5.03,2022-06-21,2022-07-01,7,29.59611415,18.59630814,304.9475238,1183095.641
9759.T,2298.234375,104,2433.424805,14059.80469,5.88,2022-06-27,2022-07-13,11,51.07143093,37.33666067,618.8221505,1197155.445
9684.T,5706.418457,39,6137.092285,16796.2793,7.55,2022-06-23,2022-07-20,18,25.11630601,17.0685264,622.0207808,1213951.725
4732.T,2243.968262,99,2475.640625,22935.56396,10.32,2022-06-24,2022-07-20,17,23.40348141,18.6508272,696.433056,1236887.289
8411.T,1472.312744,160,1476.986816,747.8515625,0.32,2022-07-05,2022-07-20,11,76.22223729,67.60001692,153.3198403,1237635.14
8802.T,1877.577148,134,1888.709961,1491.796875,0.59,2022-07-13,2022-07-22,7,40.72610491,35.32325538,329.4718625,1239126.937
6670.T,913.3110352,263,920.0691528,1777.384949,0.74,2022-07-20,2022-07-28,6,73.90419248,60.7037476,218.0993053,1240904.322
6724.T,1852.309692,126,1915.949829,8018.657227,3.44,2022-07-04,2022-07-29,19,5.768670779,4.261946754,615.8895174,1248922.979
8876.T,2083.077637,118,2150.019775,7899.172363,3.21,2022-07-22,2022-08-05,10,37.52663162,30.11118554,466.2460415,1256822.152
1812.T,1434.453735,173,1357.32251,-13343.70203,-5.38,2022-07-26,2022-08-05,8,43.25926108,33.54612512,579.8837548,1243478.45
6055.T,1842.960327,130,1903.43396,7861.572266,3.28,2022-07-21,2022-08-08,12,21.64672753,12.19060744,538.6652228,1251340.022
2413.T,4642.519043,52,4658.428223,827.2773438,0.34,2022-08-01,2022-08-09,6,61.59520383,44.54370845,490.5495843,1252167.299
8804.T,1873.356689,129,1969.278687,12373.93762,5.12,2022-07-28,2022-08-12,11,71.22011085,66.92691988,351.8263919,1264541.237
4523.T,5921.517578,42,5590.338379,-13909.52637,-5.59,2022-08-12,2022-08-23,7,36.61537697,27.73756568,620.4930408,1250631.71
4151.T,3061.656006,80,3076.375488,1177.558594,0.48,2022-08-10,2022-08-25,11,41.2106723,27.88907007,613.8310253,1251809.269
4612.T,1060.470337,233,1094.104736,7836.815063,3.17,2022-08-08,2022-08-26,14,30.73971105,23.73237074,603.8342789,1259646.084
4911.T,5591.126465,43,5251.3125,-14612.00049,-6.08,2022-08-05,2022-08-29,16,51.17624483,35.73752948,557.3006029,1245034.084
2281.T,2162.084229,116,2050.368164,-12959.06348,-5.17,2022-08-15,2022-09-02,14,20.27881735,16.92642933,615.6424458,1232075.02
8570.T,1352.941895,177,1367.273926,2536.769531,1.06,2022-08-30,2022-09-07,6,62.39620967,52.81524858,578.0307833,1234611.79
8354.T,2343.864014,102,2369.371582,2601.771973,1.09,2022-08-25,2022-09-09,11,84.78259029,81.13536314,33.25498356,1237213.562
4768.T,4502.23291,53,4274.209961,-12085.21631,-5.06,2022-09-08,2022-09-16,5,38.38172699,23.67191831,630.3433785,1225128.345
2801.T,8697.946289,28,8232.338867,-13037.00781,-5.35,2022-09-13,2022-09-16,3,37.24137496,25.81264818,645.9704856,1212091.337
5019.T,3245.989502,70,3033.369873,-14883.37402,-6.55,2022-09-20,2022-09-26,4,22.79568741,22.79468629,464.472757,1197207.963
9983.T,27501.30273,8,25714.77344,-14292.23438,-6.5,2022-09-09,2022-09-28,12,22.44142782,15.31400859,685.9149712,1182915.729
5021.T,3737.35498,67,3539.661377,-13245.47144,-5.29,2022-09-15,2022-09-28,9,37.11535836,32.80970269,542.0435225,1169670.258
2897.T,9800.581055,22,9835.59668,770.34375,0.36,2022-09-27,2022-10-06,6,35.25994468,22.13273607,503.1634987,1170440.601
4206.T,3009.979492,75,3053.462402,3261.218262,1.44,2022-10-03,2022-10-12,6,45.18448977,39.14362904,432.8364985,1173701.82
9744.T,2254.45166,110,2283.936279,3243.308105,1.31,2022-09-12,2022-10-13,22,13.40217941,8.606593378,659.2711875,1176945.128
8058.T,4091.979492,55,3869.096191,-12258.58154,-5.45,2022-10-04,2022-10-13,7,25.66615719,13.88039903,624.7719007,1164686.546
6501.T,6277.418945,35,6419.930176,4987.893066,2.27,2022-09-29,2022-10-14,10,12.17028228,7.860790844,404.1510741,1169674.439
9843.T,12408.70898,18,13642.6416,22210.78711,9.94,2022-10-24,2022-10-28,4,48.97726779,42.87290493,266.4092874,1191885.226
3382.T,5497.84082,41,5530.478027,1338.125488,0.59,2022-10-18,2022-11-01,10,36.64236506,26.11920606,584.331217,1193223.352
5401.T,2019.833862,107,2026.962524,762.7668457,0.35,2022-10-06,2022-11-02,19,42.03641926,24.97923212,551.0523376,1193986.119
2229.T,2925.570801,77,2928.516113,226.7890625,0.1,2022-11-01,2022-11-02,1,39.4410213,38.49188542,615.4456326,1194212.908
2784.T,1678.849609,147,1567.9729,-16298.87622,-6.6,2022-10-31,2022-11-04,4,43.03995019,30.22986136,416.7677229,1177914.032
7164.T,4724.64502,46,4831.47168,4914.026367,2.26,2022-11-02,2022-11-14,8,50.95240629,43.74924831,533.5186112,1182828.058
8308.T,555.2507324,418,561.1720581,2475.114136,1.07,2022-11-08,2022-11-14,4,58.65035864,54.882792,472.9194607,1185303.172
4612.T,946.7072754,243,1079.265991,32211.76794,14,2022-10-19,2022-11-15,19,14.79084056,9.015732536,305.2076958,1217514.94
4403.T,5340.602539,42,5350.419434,412.3095703,0.18,2022-11-07,2022-11-15,6,56.74693234,33.20516043,392.3157202,1217927.25
3765.T,2101.858643,113,2113.688965,1336.826416,0.56,2022-10-25,2022-11-17,17,13.58780519,11.43094009,211.5284962,1219264.076
8595.T,2104.118164,112,2336.571289,26034.75,11.05,2022-11-15,2022-11-28,9,42.98297593,38.79795176,515.593066,1245298.826
7186.T,435.2796631,544,453.6174011,9975.729492,4.21,2022-11-17,2022-12-01,10,14.79999241,11.85115911,512.9227227,1255274.556
9613.T,2049.713623,115,2065.518555,1817.567139,0.77,2022-11-16,2022-12-02,12,51.46757206,39.34619861,543.9602464,1257092.123
6504.T,5476.927246,45,5143.805176,-14990.49316,-6.08,2022-12-13,2022-12-20,5,16.79107001,11.60366239,588.3425831,1242101.629
7846.T,4798.095215,49,4479.854492,-15593.79541,-6.63,2022-11-18,2022-12-21,23,6.419342886,2.445259972,650.4692555,1226507.834
5108.T,4863.404785,51,4604.743652,-13191.71777,-5.32,2022-12-09,2022-12-21,8,10.50106704,8.407047045,661.4462362,1213316.116
