STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL,1000000
6857.T,450.3685303,402,454.6721191,1730.042725,0.96,2019-01-25,2019-02-08,7,60.31112922,56.69473067,-3.616398549,1123785.127
8283.T,4708.775879,36,4978.114258,9696.181641,5.72,2019-01-28,2019-02-12,8,28.93027519,23.13516582,-5.795109366,1114088.945
3231.T,1791.674072,98,1734.066406,-5645.55127,-3.22,2019-02-08,2019-02-12,2,77.65182464,74.33584133,-3.315983308,1119734.496
5929.T,1029.59668,171,1098.064941,11708.07275,6.65,2019-01-29,2019-02-13,8,36.08074578,30.51430482,-5.566440955,1108026.423
7832.T,1552.19401,117,1544.234049,-931.3154297,-0.51,2019-02-15,2019-02-21,4,64.62959282,54.28855724,-10.34103558,1108957.739
9107.T,407.7902832,419,414.0801086,2635.436859,1.54,2019-02-07,2019-02-22,11,52.84750569,45.93150545,-6.916000236,1106322.302
8354.T,1951.55603,92,1960.519043,824.597168,0.46,2019-02-13,2019-02-26,9,33.41607075,26.52455423,-6.891516524,1105497.705
2264.T,3207.729248,54,3296.058105,4769.758301,2.75,2019-02-12,2019-03-04,14,59.85382319,45.51442431,-14.33939888,1100727.947
3288.T,1774.510132,101,1770.068237,-448.6313477,-0.25,2019-02-26,2019-03-04,4,23.89190806,22.09190754,-1.800000524,1101176.578
4202.T,937.9718628,192,975.963623,7294.417969,4.05,2019-02-14,2019-03-07,15,27.51856771,19.28969128,-8.228876434,1093882.16
3254.T,1263.478638,142,1217.145142,-6579.356445,-3.67,2019-02-21,2019-03-08,11,23.01723334,14.83456242,-8.18267092,1100461.516
3231.T,1742.415649,100,1739.910767,-250.4882813,-0.14,2019-02-22,2019-03-08,10,39.69698819,36.42421883,-3.272769363,1100712.005
6849.T,3219.287354,55,3116.345215,-5661.817627,-3.2,2019-03-04,2019-03-11,5,33.5066236,28.363779,-5.142844605,1106373.822
5021.T,1967.980225,91,1898.417603,-6330.198608,-3.53,2019-03-05,2019-03-11,4,48.72920392,41.34712557,-7.382078349,1112704.021
1942.T,889.635498,212,856.5894775,-7005.756348,-3.71,2019-03-07,2019-03-11,2,54.19351012,46.40466883,-7.788841292,1119709.777
8194.T,2263.021973,77,2192.736084,-5412.013428,-3.11,2019-03-13,2019-03-18,3,51.84664451,39.5415687,-12.30507581,1125121.791
4188.T,673.812439,259,671.335144,-641.6193848,-0.37,2019-03-11,2019-03-19,6,24.25258126,20.54992548,-3.702655782,1125763.41
9508.T,1165.987183,150,1165.105835,-132.2021484,-0.08,2019-03-12,2019-03-25,9,29.45013611,24.64713488,-4.803001221,1125895.612
8570.T,1927.877319,91,1966.991089,3559.353027,2.03,2019-03-14,2019-03-25,7,55.96909926,46.85400324,-9.115096019,1122336.259
8001.T,1692.948853,102,1724.20813,3188.446289,1.85,2019-03-08,2019-03-28,14,28.28775674,25.99739423,-2.290362511,1119147.813
6856.T,5306.895508,31,5369.226074,1932.247559,1.17,2019-03-18,2019-03-28,8,50.54153454,38.52324029,-12.01829425,1117215.565
5857.T,857.081604,213,814.8102417,-9003.800171,-4.93,2019-03-25,2019-03-29,4,21.56024964,15.08564619,-6.474603459,1126219.366
4922.T,18402.54297,9,18454.06445,463.6933594,0.28,2019-03-19,2019-04-02,10,58.45433916,49.60610087,-8.848238289,1125755.672
9843.T,13457.8877,13,13071.02734,-5029.18457,-2.87,2019-03-26,2019-04-04,7,21.78463831,13.31827197,-8.466366343,1130784.857
3064.T,1173.457153,149,1190.033081,2469.813232,1.41,2019-03-28,2019-04-05,5,31.09269327,25.95991137,-5.1327819,1128315.044
8056.T,2666.632813,65,2540.213135,-8217.279053,-4.74,2019-03-29,2019-04-05,4,44.56236064,34.85335862,-9.709002021,1136532.323
6005.T,2493.676514,70,2480.341553,-933.4472656,-0.53,2019-04-01,2019-04-10,6,52.06884232,42.15340502,-9.915437299,1137465.77
8058.T,2615.75,68,2535.481934,-5458.228516,-3.07,2019-04-05,2019-04-10,3,55.72705108,49.58046523,-6.14658585,1142923.998
5333.T,1456.494019,114,1484.537109,3196.912354,1.93,2019-04-02,2019-04-11,6,33.17393085,22.87448776,-10.29944309,1139727.086
7649.T,4793.262695,37,4670.359375,-4547.422852,-2.56,2019-04-08,2019-04-16,6,37.5493078,32.48478838,-5.064519416,1144274.509
9983.T,17483.53711,9,20073.0957,23306.02734,14.81,2019-04-04,2019-04-17,8,43.16759535,32.79376355,-10.3738318,1120968.482
3880.T,1297.932251,132,1280.728394,-2270.90918,-1.33,2019-04-11,2019-04-17,4,67.81310628,59.93309129,-7.880014994,1123239.391
7532.T,1777.005981,96,1716.645752,-5794.582031,-3.4,2019-04-12,2019-04-19,4,38.62073132,29.52827739,-9.092453935,1129033.973
7747.T,2588.218262,67,2476.111084,-7511.180908,-4.33,2019-04-16,2019-04-19,2,63.66707013,57.53818694,-6.12888319,1136545.154
9302.T,1514.435669,115,1463.615479,-5844.321899,-3.36,2019-04-17,2019-04-22,1,27.86900661,19.55957221,-8.309434401,1142389.476
6753.T,1222.570435,137,1190.718018,-4363.781128,-2.61,2019-04-19,2019-04-24,2,81.76486095,77.37589919,-4.388961751,1146753.257
7649.T,4878.351074,35,5209.245605,11581.30859,6.78,2019-04-18,2019-05-07,10,66.6824331,61.17493175,-5.507501357,1135171.948
8113.T,3520.970459,49,3408.260986,-5522.76416,-3.2,2019-04-10,2019-05-08,17,44.6979487,35.73924647,-8.958702238,1140694.712
3141.T,2060.090576,82,2074.446045,1177.148438,0.7,2019-04-23,2019-05-08,10,79.9955484,74.87442474,-5.121123658,1139517.564
2802.T,1633.984131,102,1612.490356,-2192.36499,-1.32,2019-04-22,2019-05-09,12,21.0878321,17.34244709,-3.745385009,1141709.929
9602.T,4352.911621,37,4319.279297,-1244.395996,-0.77,2019-04-24,2019-05-09,10,46.44427792,35.54530377,-10.89897415,1142954.325
8058.T,2485.004395,66,2353.43042,-8683.882324,-5.29,2019-05-09,2019-05-10,1,22.06995959,20.74679001,-1.323169585,1151638.207
3880.T,1229.117065,137,1190.886353,-5237.607666,-3.11,2019-05-08,2019-05-13,2,13.3093604,10.85211336,-2.457247032,1156875.815
3923.T,491.302948,375,462.9442139,-10634.5253,-5.77,2019-05-07,2019-05-15,5,40.68771525,31.68450388,-9.003211366,1167510.34
1803.T,915.2724609,176,893.8134766,-3776.78125,-2.34,2019-05-10,2019-05-21,6,36.05315009,30.79321125,-5.259938841,1171287.121
2281.T,1818.681152,89,1996.752563,15848.35559,9.79,2019-05-13,2019-05-23,8,16.4209866,12.42695709,-3.994029505,1155438.766
5105.T,1116.921753,145,1113.511475,-494.4903564,-0.31,2019-05-14,2019-05-23,7,33.21831062,21.92308673,-11.29522389,1155933.256
8279.T,5191.080566,32,5276.961914,2748.203125,1.65,2019-05-15,2019-05-24,7,32.37490036,23.48154072,-8.893359643,1153185.053
5423.T,805.9932861,210,786.2252808,-4151.281128,-2.45,2019-05-23,2019-05-28,3,27.35847627,23.09432114,-4.264155136,1157336.334
9613.T,1210.175903,130,1251.085938,5318.304443,3.38,2019-05-21,2019-05-30,7,39.59597141,32.22561278,-7.370358635,1152018.03
3186.T,1151.44397,152,1082.103394,-10539.76758,-6.02,2019-05-27,2019-05-31,4,42.8055392,39.20419535,-3.601343851,1162557.797
8850.T,2134.455078,79,2201.923584,5330.011963,3.16,2019-05-16,2019-06-03,12,41.14839778,29.51772529,-11.63067249,1157227.785
4974.T,2375.548584,69,2086.010498,-19978.12793,-12.19,2019-05-28,2019-06-03,4,37.52078826,24.29297823,-13.22781002,1177205.913
9843.T,12587.45313,13,12553.60156,-440.0703125,-0.27,2019-05-24,2019-06-04,7,22.97170616,17.12487328,-5.846832876,1177645.983
9509.T,541.1370239,298,547.2962036,1835.435547,1.14,2019-06-05,2019-06-13,5,45.15969483,34.63439445,-10.52530037,1175810.548
8031.T,1408.341187,116,1469.208496,7060.60791,4.32,2019-05-31,2019-06-14,9,31.52883638,28.67170035,-2.85713603,1168749.94
1802.T,873.300415,182,904.9789429,5765.492065,3.63,2019-06-03,2019-06-14,8,20.04218116,15.53046929,-4.511711867,1162984.448
9069.T,761.1565552,215,755.9430542,-1120.90271,-0.68,2019-05-30,2019-06-17,11,30.77876664,24.92212406,-5.856642575,1164105.351
5334.T,1567.244263,103,1590.231689,2367.704956,1.47,2019-06-04,2019-06-17,8,26.25189612,22.17361504,-4.078281086,1161737.646
8056.T,3378.765625,49,3315.101074,-3119.562988,-1.88,2019-06-14,2019-06-17,1,76.56143725,74.5663562,-1.995081044,1164857.209
2264.T,4133.039063,39,3986.778809,-5704.149902,-3.54,2019-06-17,2019-06-25,6,59.91114626,54.92720043,-4.983945829,1170561.359
2491.T,2258.543457,72,2289.831055,2252.707031,1.39,2019-06-13,2019-06-28,11,12.89378728,10.21038158,-2.683405695,1168308.652
5019.T,2615.894287,63,2603.535645,-778.5944824,-0.47,2019-06-19,2019-07-03,9,37.51108055,30.87490768,-6.636172862,1169087.246
5301.T,981.2255249,159,979.4558105,-281.3845825,-0.18,2019-06-25,2019-07-04,6,50.52080909,45.01572741,-5.505081686,1169368.631
8174.T,806.6394653,205,818.1671143,2363.16803,1.43,2019-06-18,2019-07-09,14,43.78088683,39.14529812,-4.635588709,1167005.463
6752.T,787.992981,211,836.9577637,10331.56915,6.21,2019-06-20,2019-07-09,12,35.03093595,25.30868074,-9.722255207,1156673.893
1719.T,607.5013428,270,594.3483276,-3551.314087,-2.17,2019-07-03,2019-07-09,4,46.08295584,38.65205648,-7.430899365,1160225.208
7270.T,2284.353027,72,2413.005615,9262.986328,5.63,2019-06-28,2019-07-10,7,45.4172847,35.10775505,-10.30952965,1150962.221
1332.T,634.1437988,245,630.5305176,-885.2539063,-0.57,2019-07-04,2019-07-10,4,72.32757753,64.65027118,-7.677306353,1151847.475
9517.T,1103.212036,150,1040.388916,-9423.468018,-5.69,2019-07-10,2019-07-17,5,35.01586881,30.92086361,-4.095005198,1161270.943
9983.T,21761.93555,7,22022.5,1823.951172,1.2,2019-07-11,2019-07-22,7,63.14863828,57.82045583,-5.328182455,1159446.992
7741.T,8083.082031,21,7749.839844,-6998.085938,-4.12,2019-07-12,2019-07-22,6,46.02588539,38.57897064,-7.446914748,1166445.078
4307.T,1705.670166,104,1672.485962,-3451.157227,-1.95,2019-07-16,2019-07-23,5,39.00002688,31.17150646,-7.828520415,1169896.235
3549.T,7429.706543,21,7123.834473,-6423.313477,-4.12,2019-07-17,2019-07-23,4,36.9780795,27.48770147,-9.490378032,1176319.549
9433.T,2391.01709,70,2465.093994,5185.383301,3.1,2019-07-09,2019-07-29,14,52.24200706,47.61566397,-4.62634309,1171134.165
6273.T,38659.00781,4,39079.32031,1681.25,1.09,2019-07-22,2019-07-30,6,45.9208721,36.78323582,-9.137636281,1169452.915
6098.T,3572.9021,45,3625.55957,2369.586182,1.47,2019-07-23,2019-07-31,6,54.40095769,44.75879869,-9.642159009,1167083.329
9984.T,5310.641113,30,5492.003906,5440.883789,3.42,2019-07-24,2019-08-01,6,58.1918808,46.834289,-11.3575918,1161642.445
2181.T,121.2068481,1366,117.978363,-4410.110657,-2.66,2019-07-25,2019-08-02,6,61.87347114,47.51487466,-14.35859648,1166052.556
3360.T,2279.864258,75,2319.656738,2984.436035,1.75,2019-07-29,2019-08-07,7,52.43616482,40.52903647,-11.90712835,1163068.12
2802.T,1783.037842,88,1761.544189,-1891.441406,-1.21,2019-07-30,2019-08-07,6,27.0657259,16.67101667,-10.39470924,1164959.561
2327.T,3394.064697,48,3136.520752,-12362.10938,-7.59,2019-07-31,2019-08-07,5,46.81974658,35.64852364,-11.17122294,1177321.671
4502.T,3166.569092,52,2973.524902,-10038.29785,-6.1,2019-08-01,2019-08-08,5,21.22836812,9.921935448,-11.30643267,1187359.969
3774.T,542.9285278,294,560.9707031,5304.399536,3.32,2019-08-07,2019-08-19,8,38.73009046,31.20242564,-7.527664822,1182055.569
9989.T,2910.02002,54,2774.249268,-7331.620605,-4.67,2019-08-13,2019-08-20,5,40.70718571,28.73345413,-11.97373159,1189387.19
4528.T,1838.446045,88,1811.074463,-2408.699219,-1.49,2019-08-02,2019-08-23,15,40.40807018,32.80542413,-7.602646053,1191795.889
3288.T,2228.637207,75,2255.706299,2030.181885,1.21,2019-08-19,2019-08-27,6,48.43164513,40.91830408,-7.513341057,1189765.707
3360.T,2340.723389,64,2303.27124,-2396.9375,-1.6,2019-08-20,2019-08-27,5,76.88312246,67.01303875,-9.870083708,1192162.645
1893.T,462.3875427,341,474.7887268,4228.803772,2.68,2019-08-08,2019-08-28,14,34.21659113,25.32277803,-8.8938131,1187933.841
1721.T,2446.357178,64,2606.844971,10271.21875,6.56,2019-08-09,2019-08-30,15,46.26970782,32.54810295,-13.72160487,1177662.622
3880.T,1141.186279,139,1294.109131,21256.27637,13.4,2019-08-23,2019-09-05,9,10.37606834,6.037405675,-4.338662662,1156406.346
7649.T,5237.609375,30,5313.862305,2287.587891,1.46,2019-08-27,2019-09-06,8,83.08068138,80.44580443,-2.634876955,1154118.758
2331.T,751.1010742,214,749.6972046,-300.4281006,-0.19,2019-08-28,2019-09-06,7,68.18118819,63.92373004,-4.257458156,1154419.186
9503.T,1068.659302,150,1069.495728,125.4638672,0.08,2019-08-29,2019-09-10,8,27.06641348,21.00565936,-6.060754122,1154293.722
6758.T,5875.685059,28,6193.684082,8903.972656,5.41,2019-08-30,2019-09-10,7,57.41408323,49.11698948,-8.29709375,1145389.749
6544.T,1292.958008,141,1217.644653,-10619.18298,-5.82,2019-09-05,2019-09-12,5,19.51965052,12.98365266,-6.535997857,1156008.932
6701.T,4285.171875,37,4169.480957,-4280.563965,-2.7,2019-09-06,2019-09-13,5,29.84820825,26.6352521,-3.212956147,1160289.496
4189.T,1948.353882,85,2085.487061,11656.32019,7.04,2019-09-10,2019-09-24,10,31.86015583,27.85731821,-4.002837624,1148633.176
3402.T,712.4315186,237,747.4202271,8292.323914,4.91,2019-09-11,2019-09-24,9,66.96198842,60.20117759,-6.760810834,1140340.852
2413.T,2429.393066,66,2444.187988,976.4648438,0.61,2019-09-09,2019-09-27,14,65.94032901,55.42418704,-10.51614196,1139364.387
2871.T,2278.900879,75,2304.559326,1924.383545,1.13,2019-09-12,2019-09-27,11,57.85599575,49.41058672,-8.445409032,1137440.004
2802.T,1851.723755,83,1937.311646,7103.794922,4.62,2019-09-13,2019-10-02,12,66.2408548,58.68470123,-7.556153562,1130336.209
4612.T,1093.596191,162,1097.481079,629.3518066,0.36,2019-09-25,2019-10-03,5,80.61156868,74.81460312,-5.796965564,1129706.857
6586.T,3209.663818,52,3015.282715,-10107.81738,-6.06,2019-09-27,2019-10-03,3,70.25662679,67.27445293,-2.982173861,1139814.674
2379.T,2444.236572,68,2409.77124,-2343.642578,-1.41,2019-09-30,2019-10-03,2,87.83759716,84.62336337,-3.214233789,1142158.317
6988.T,4735.55957,34,4633.73877,-3461.907227,-2.15,2019-10-02,2019-10-07,2,71.31542322,67.63093777,-3.684485452,1145620.224
4819.T,3412.479736,52,3397.875488,-759.4208984,-0.43,2019-09-24,2019-10-08,8,40.93022729,28.24584602,-12.68438127,1146379.645
2702.T,5159.751465,32,5362.662598,6493.15625,3.93,2019-10-03,2019-10-09,3,95.17598208,92.3045299,-2.871452182,1139886.489
2782.T,2546.608643,65,2417.446289,-8395.552979,-5.07,2019-10-04,2019-10-10,3,59.12271313,52.132853,-6.989860124,1148282.042
9434.T,1185.531006,137,1189.095825,488.380249,0.3,2019-10-07,2019-10-17,8,68.41912881,58.83534565,-9.583783159,1147793.662
3349.T,10805.1748,15,10702.17578,-1544.985352,-0.95,2019-10-08,2019-10-18,8,29.40912447,19.85239034,-9.556734129,1149338.647
3360.T,2148.783936,81,2123.035889,-2085.591797,-1.2,2019-10-09,2019-10-23,10,22.63427608,15.15072592,-7.483550156,1151424.239
4506.T,1665.075195,100,1687.513062,2243.786621,1.35,2019-10-11,2019-10-24,9,32.26079212,25.39002843,-6.870763685,1149180.452
9744.T,1543.313232,107,1623.934204,8626.44397,5.22,2019-10-10,2019-10-29,13,57.90573478,46.47616797,-11.42956681,1140554.008
2782.T,2604.319336,62,2487.065674,-7269.727051,-4.5,2019-10-18,2019-10-30,8,44.33922552,37.53439742,-6.804828104,1147823.735
3465.T,1616.772461,106,1560.82312,-5930.630127,-3.46,2019-10-23,2019-10-30,5,23.61555169,16.37777121,-7.237780478,1153754.365
8304.T,2129.995361,76,2221.314697,6940.269531,4.29,2019-10-17,2019-11-01,11,45.92589709,37.82309706,-8.102800028,1146814.096
1407.T,1070.822791,158,1115.802997,7106.872595,4.2,2019-10-24,2019-11-05,8,37.76299146,30.10234464,-7.660646812,1139707.223
6753.T,1205.707397,139,1498.937012,40758.91638,24.32,2019-11-01,2019-11-06,3,80.0807625,75.02325591,-5.057506591,1098948.307
4403.T,3419.296875,50,3503.148438,4192.578125,2.45,2019-10-29,2019-11-08,8,55.00523417,48.659541,-6.345693172,1094755.729
4911.T,8624.279297,18,7925.117676,-12584.90918,-8.11,2019-10-30,2019-11-08,7,50.103396,39.86579118,-10.23760482,1107340.638
2809.T,2293.89917,73,2331.198486,2722.850098,1.63,2019-10-31,2019-11-12,8,37.10434456,29.97090762,-7.133436932,1104617.788
2801.T,5279.483887,33,5308.652344,962.559082,0.55,2019-11-05,2019-11-13,6,55.10847892,42.80440677,-12.30407215,1103655.229
8273.T,3844.864746,54,3876.565674,1711.850098,0.82,2019-11-06,2019-11-18,8,22.35153889,14.22365191,-8.12788698,1101943.379
9065.T,5293.484863,30,5338.421387,1348.095703,0.85,2019-11-08,2019-11-18,6,69.42571877,60.63139244,-8.794326335,1100595.283
3382.T,3925.2854,41,3783.809082,-5800.529053,-3.6,2019-11-11,2019-11-19,6,35.98346268,29.21061806,-6.772844624,1106395.812
7313.T,1541.482178,111,1508.544312,-3656.103149,-2.14,2019-11-12,2019-11-19,5,60.59765139,54.37236607,-6.225285315,1110051.915
8088.T,3499.834961,48,3476.026611,-1142.800781,-0.68,2019-11-20,2019-11-25,3,35.15163424,28.71668029,-6.434953946,1111194.716
2412.T,2023.114746,86,2283.310303,22376.81787,12.86,2019-11-13,2019-11-26,9,40.84849618,29.93131664,-10.91717954,1088817.898
6750.T,1882.397095,98,1923.71814,4049.462402,2.2,2019-11-18,2019-11-28,8,25.54455596,19.11327955,-6.431276411,1084768.436
4552.T,2179.303955,77,2242.331543,4853.124268,2.89,2019-11-19,2019-11-28,7,39.75921064,32.55175436,-7.207456281,1079915.311
3407.T,1101.178223,178,1070.650513,-5433.932373,-2.77,2019-11-26,2019-12-03,5,40.8450938,32.23981337,-8.605280434,1085349.244
8570.T,1499.716431,115,1471.844238,-3205.302124,-1.86,2019-11-25,2019-12-04,7,32.78684787,25.40136263,-7.385485247,1088554.546
6754.T,1894.597656,95,1852.677734,-3982.392578,-2.21,2019-11-28,2019-12-04,4,31.74319334,25.98000662,-5.763186723,1092536.938
3769.T,7221.657715,23,7523.777832,6948.762695,4.18,2019-11-21,2019-12-09,12,37.29728409,27.10993592,-10.18734817,1085588.176
4768.T,4357.57666,39,4311.269043,-1805.99707,-1.06,2019-12-04,2019-12-12,6,77.50331191,73.01119324,-4.492118664,1087394.173
5706.T,2420.348145,71,2479.548096,4203.196533,2.45,2019-12-09,2019-12-18,7,23.74548155,14.45387675,-9.291604798,1083190.976
6727.T,411.9890137,441,438.7775574,11813.74777,6.5,2019-11-29,2019-12-19,14,64.83871803,59.8064577,-5.03226033,1071377.228
3167.T,980.4962158,178,993.663147,2343.713745,1.34,2019-12-05,2019-12-23,12,62.1321013,56.80822259,-5.323878706,1069033.515
8304.T,2266.974609,84,2315.037842,4037.311523,2.12,2019-12-03,2019-12-24,15,42.01456959,37.67995704,-4.334612549,1064996.203
2281.T,2353.021729,76,2332.045166,-1594.21875,-0.89,2019-12-23,2019-12-26,1,44.4286191,39.54291709,-4.885702019,1066590.422
9602.T,4302.286621,41,4384.280762,3361.759766,1.91,2019-12-18,2019-12-30,6,35.95233134,27.28839257,-8.663938769,1063228.662
9302.T,1687.932007,100,1696.46582,853.3813477,0.51,2019-12-12,2020-01-08,16,49.31296647,41.63861975,-7.674346718,1062375.281
7267.T,687.8798218,261,671.6761475,-4229.158997,-2.36,2019-12-30,2020-01-08,6,52.09821307,48.32736509,-3.770847972,1066604.44
3141.T,3248.427734,59,3286.870117,2268.100586,1.18,2019-12-19,2020-01-09,12,38.44160595,32.36910693,-6.072499023,1064336.339
2181.T,102.9482422,1748,103.8908844,1647.738586,0.92,2019-12-26,2020-01-09,9,62.91261108,50.817656,-12.09495508,1062688.601
3088.T,1253.296143,137,1263.391357,1383.044434,0.81,2020-01-08,2020-01-16,6,65.76913016,58.07680633,-7.692323825,1061305.556
3769.T,7367.845215,26,7523.777832,4054.248047,2.12,2019-12-24,2020-01-20,16,27.27021725,23.51964266,-3.750574592,1057251.308
6273.T,50857.03906,3,50675.14063,-545.6953125,-0.36,2020-01-10,2020-01-20,6,48.24717431,38.26530166,-9.981872647,1057797.004
9613.T,1481.197876,123,1501.304443,2473.107788,1.36,2020-01-09,2020-01-21,8,41.13839254,30.81230621,-10.32608633,1055323.896
6971.T,7078.575684,30,7018.067871,-1815.234375,-0.85,2020-01-14,2020-01-21,5,75.62266509,62.96336195,-12.65930314,1057139.13
7259.T,3478.885742,50,3239.112793,-11988.64746,-6.89,2020-01-20,2020-01-27,4,18.46315454,12.25357688,-6.209577661,1069127.778
2384.T,1849.450684,102,1762.015259,-8918.41333,-4.73,2020-01-21,2020-01-28,3,40.31995473,31.26643601,-9.053518716,1078046.191
6856.T,6730.929199,28,6476.588379,-7121.542969,-3.78,2020-01-22,2020-01-29,3,43.33808325,32.91897577,-10.41910747,1085167.734
